scenario,region,basin,resource,subresource,year,value,Units
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,groundwater,2025,1.15798,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,groundwater,2030,19.3373,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,groundwater,2035,11.6145,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,groundwater,2040,9.53431,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,groundwater,2045,18.531,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,groundwater,2050,22.1074,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,groundwater,2055,29.1728,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,groundwater,2060,13.8968,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,groundwater,2065,5.60196,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,groundwater,2070,23.139,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,groundwater,2075,11.4803,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,groundwater,2080,10.422,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,groundwater,2085,17.9612,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,groundwater,2090,15.5189,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,groundwater,2095,8.944e-5,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,groundwater,2100,0,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,1975,24.9348,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,1990,24.9532,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2005,24.9942,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2010,25.0193,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2015,25.8206,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2020,30.6451,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2025,35.7266,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2030,21.6028,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2035,29.2982,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2040,35.7473,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2045,26.9566,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2050,25.057,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2055,19.2788,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2060,33.7346,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2065,39.4793,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2070,25.1924,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2075,35.7163,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2080,43.1319,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2085,35.5265,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2090,35.9148,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2095,41.3773,km^3
rcp45hotter_ssp3,USA,California River,California River_water withdrawals,runoff,2100,54.0734,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,1975,0,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,1990,1.65531,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2005,2.01889,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2010,2.08138,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2015,2.04546,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2020,2.10137,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2025,2.11405,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2030,3.24289,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2035,3.4498,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2040,3.48684,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2045,4.126,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2050,4.15512,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2055,4.663,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2060,3.71739,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2065,3.61364,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2070,4.69253,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2075,4.82621,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2080,5.08436,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2085,5.73541,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2090,6.03483,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2095,6.79905,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,groundwater,2100,6.07085,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,1975,0.980384,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,1990,0.983736,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2005,0.987826,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2010,0.989231,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2015,0.997532,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2020,1.34178,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2025,1.66731,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2030,0.862403,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2035,0.784909,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2040,1.1465,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2045,0.6786,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2050,0.78223,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2055,0.6754,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2060,1.49862,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2065,1.74472,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2070,0.847042,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2075,0.795856,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2080,1.10898,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2085,0.675201,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2090,0.809289,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2095,0.6539,km^3
rcp45hotter_ssp3,USA,Great,Great_water withdrawals,runoff,2100,1.51027,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,1975,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,1990,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2005,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2010,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2015,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2020,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2025,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2030,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2035,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2040,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2045,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2050,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2055,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2060,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2065,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2070,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2075,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2080,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2085,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2090,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2095,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2100,0,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,1975,17.4319,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,1990,0.416022,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2005,0.430843,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2010,0.404305,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2015,0.388005,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2020,0.41228,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2025,0.412833,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2030,0.414141,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2035,0.413244,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2040,0.409379,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2045,0.401914,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2050,0.393987,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2055,0.384064,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2060,0.374322,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2065,0.36269,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2070,0.349431,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2075,0.334951,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2080,0.319814,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2085,0.302255,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2090,0.284205,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2095,0.267014,km^3
rcp45hotter_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2100,0.250335,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,1975,0,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,1990,3.16572,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2005,4.44444,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2010,4.18551,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2015,4.28184,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2020,5.34199,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2025,4.90852,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2030,7.34204,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2035,4.96455,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2040,8.87594,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2045,8.64088,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2050,9.10124,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2055,9.55984,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2060,8.10388,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2065,6.39196,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2070,9.22445,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2075,6.09393,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2080,11.1104,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2085,11.7779,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2090,14.3671,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2095,14.9169,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2100,14.3959,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,1975,2.70739,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,1990,2.70824,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2005,2.70942,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2010,2.7098,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2015,2.71018,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2020,2.62004,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2025,3.56075,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2030,2.00757,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2035,4.88579,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2040,1.33712,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2045,1.92208,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2050,1.80014,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2055,1.55203,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2060,2.48056,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2065,3.46173,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2070,2.04856,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2075,5.06751,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2080,1.25185,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2085,2.05552,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2090,1.79108,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2095,1.42826,km^3
rcp45hotter_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2100,2.25727,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,1975,0,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,1990,8.48962,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2005,16.8945,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2010,15.0761,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2015,15.9448,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2020,8.49637,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2025,16.0156,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2030,12.9599,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2035,13.5082,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2040,18.9109,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2045,16.1384,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2050,18.0773,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2055,20.1711,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2060,10.3409,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2065,18.3289,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2070,17.1641,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2075,17.751,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2080,23.0679,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2085,18.4436,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2090,21.721800000000002,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2095,21.8053,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2100,8.42063,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,1975,16.0189,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,1990,16.0265,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2005,16.0418,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2010,16.0463,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2015,16.0511,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2020,21.1258,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2025,14.9263,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2030,17.6428,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2035,17.5132,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2040,12.7654,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2045,15.4553,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2050,13.1886,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2055,13.9824,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2060,22.1021,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2065,15.1026,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2070,16.6148,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2075,16.4384,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2080,13.2374,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2085,15.9886,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2090,13.6999,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2095,15.8668,km^3
rcp45hotter_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2100,24.9754,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,1975,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,1990,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2005,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2010,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2015,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2020,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2025,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2030,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2035,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2040,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2045,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2050,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2055,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2060,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2065,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2070,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2075,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2080,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2085,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2090,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2095,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2100,0,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,1975,57.3386,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,1990,24.9795,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2005,26.9079,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2010,26.5434,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2015,25.9381,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2020,23.3872,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2025,23.5841,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2030,21.0763,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2035,17.2926,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2040,13.432,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2045,12.3616,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2050,11.2067,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2055,10.9188,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2060,10.6465,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2065,10.495,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2070,10.172,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2075,9.95259,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2080,9.68921,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2085,9.38706,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2090,9.25348,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2095,9.40184,km^3
rcp45hotter_ssp3,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2100,9.25253,km^3
rcp45hotter_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,1975,0,km^3
rcp45hotter_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,1990,4.76328,km^3
rcp45hotter_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2005,17.2116,km^3
rcp45hotter_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2010,17.628,km^3
rcp45hotter_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2015,17.561,km^3
rcp45hotter_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2020,8.32653,km^3
rcp45hotter_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2025,5.28122,km^3
rcp45hotter_ssp3,USA,Missouri River,Missouri River_water withdrawals,groundwater,2030,19.6249,km^3
