scenario,region,basin,resource,subresource,year,value,Units
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2055,0.621865,km^3
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2060,0.954935,km^3
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2065,1.2359,km^3
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2070,0.775224,km^3
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2075,0.704071,km^3
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2080,0.667602,km^3
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2085,0.578022,km^3
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2090,0.78914,km^3
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2095,0.703178,km^3
rcp85cooler_ssp3,USA,Upper Colorado River,Upper Colorado River_water withdrawals,runoff,2100,1.05587,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,1975,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,1990,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2005,5.59337,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2010,3.55699,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2015,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2020,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2025,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2030,1.79783,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2035,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2040,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2045,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2050,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2055,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2060,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2065,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2070,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2075,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2080,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2085,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2090,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2095,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,groundwater,2100,0,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,1975,33.1006,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,1990,31.6816,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2005,33.1127,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2010,33.1153,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2015,31.7542,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2020,31.2019,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2025,31.7527,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2030,28.3584,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2035,24.5248,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2040,22.5503,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2045,19.2046,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2050,14.0366,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2055,11.7231,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2060,10.6867,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2065,10.2911,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2070,10.3401,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2075,9.35591,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2080,9.75455,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2085,9.8969,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2090,8.9946,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2095,9.1705,km^3
rcp85cooler_ssp3,USA,Upper Mississippi,Upper Mississippi_water withdrawals,runoff,2100,8.55036,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,1975,0,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,1990,2.05069,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2005,7.12072,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2010,7.99165,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2015,6.9770200000000004,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2020,2.53223,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2025,1.13164,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2030,6.36555,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2035,4.58313,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2040,13.1981,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2045,15.8178,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2050,10.8767,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2055,17.0554,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2060,7.67904,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2065,6.15903,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2070,12.2023,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2075,9.9747,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2080,18.6201,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2085,19.5289,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2090,15.9722,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2095,21.6466,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2100,9.29104,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,1975,17.7246,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,1990,17.7299,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2005,17.7485,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2010,17.7555,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2015,17.7882,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2020,21.7696,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2025,24.1054,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2030,22.0937,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2035,22.2802,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2040,16.0339,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2045,14.7988,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2050,16.8557,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2055,13.039,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2060,20.3086,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2065,22.2547,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2070,20.9279,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2075,20.2574,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2080,14.4734,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2085,15.9341,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2090,17.1428,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2095,14.2842,km^3
rcp85cooler_ssp5,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2100,23.9259,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,1975,0,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,1990,5.07885,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2005,11.3001,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2010,9.12953,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2015,7.36854,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2020,4.9703,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2025,2.50754,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2030,20.961,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2035,15.2855,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2040,13.8392,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2045,22.2981,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2050,26.2542,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2055,34.228,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2060,19.5556,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2065,10.9421,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2070,28.2838,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2075,9.75348,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2080,3.51003,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2085,2.87791,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2090,2.5633e-6,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2095,7.0253500000000004e-006,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,groundwater,2100,0,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,1975,24.9348,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,1990,24.9532,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2005,24.9942,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2010,25.0193,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2015,25.8206,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2020,30.5121,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2025,34.0434,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2030,20.4359,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2035,27.5828,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2040,34.2498,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2045,26.4801,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2050,23.523,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2055,18.1236,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2060,32.6582,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2065,40.0159,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2070,25.5685,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2075,36.0232,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2080,43.916,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2085,36.4258,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2090,33.2193,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2095,25.9325,km^3
rcp85cooler_ssp5,USA,California River,California River_water withdrawals,runoff,2100,43.5971,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,1975,0,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,1990,1.65531,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2005,2.01889,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2010,2.08138,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2015,2.04546,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2020,2.05056,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2025,2.11185,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2030,3.28227,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2035,3.68635,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2040,3.82907,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2045,4.48483,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2050,4.53317,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2055,5.06138,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2060,4.53736,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2065,4.41169,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2070,5.65015,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2075,5.64629,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2080,5.711,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2085,6.26948,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2090,6.09922,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2095,6.44148,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2100,5.6146,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,1975,0.980384,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,1990,0.983736,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2005,0.987826,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2010,0.989231,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2015,0.997532,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2020,1.33253,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2025,1.62451,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2030,0.816779,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2035,0.765241,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2040,1.13246,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2045,0.684682,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2050,0.738239,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2055,0.619768,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2060,1.35974,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2065,1.62285,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2070,0.745884,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2075,0.702572,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2080,0.976508,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2085,0.583226,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2090,0.642106,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2095,0.515366,km^3
rcp85cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2100,1.26605,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,1975,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,1990,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2005,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2010,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2015,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2020,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2025,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2030,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2035,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2040,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2045,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2050,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2055,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2060,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2065,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2070,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2075,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2080,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2085,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2090,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2095,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2100,0,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,1975,17.4319,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,1990,0.416022,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2005,0.430843,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2010,0.404305,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2015,0.388005,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2020,0.419653,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2025,0.43702,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2030,0.460745,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2035,0.487813,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2040,0.513085,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2045,0.537295,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2050,0.562681,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2055,0.587662,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2060,0.614314,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2065,0.642675,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2070,0.672327,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2075,0.702532,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2080,0.732574,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2085,0.761889,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2090,0.79095,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2095,0.81924,km^3
rcp85cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2100,0.847853,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,1975,0,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,1990,3.16572,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2005,4.44444,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2010,4.18551,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2015,4.28184,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2020,4.92896,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2025,4.21692,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2030,6.48751,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2035,4.51468,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2040,9.13565,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2045,8.95108,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2050,9.3827,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2055,10.2614,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2060,9.58379,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2065,8.63978,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2070,10.428,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2075,7.51439,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2080,10.4684,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2085,10.0255,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2090,10.5175,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2095,10.618,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2100,8.73853,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,1975,2.70739,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,1990,2.70824,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2005,2.70942,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2010,2.7098,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2015,2.71018,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2020,2.59571,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2025,3.80157,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2030,2.24364,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2035,5.13805,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2040,1.33342,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2045,2.1942,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2050,1.88757,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2055,1.40532,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2060,2.04255,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2065,2.91405,km^3
rcp85cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2070,1.71533,km^3
