scenario,region,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
REF,USA,elect_td_bld,6.28763,9.95095,10.3973,10.3085,11.5831,12.3458,13.1346,13.6752,14.2249,14.7683,15.195,15.5436,15.8103,16.0374,16.2533,16.4139,16.5308,16.5947,16.5809,16.519,16.4343
REF,USA,elect_td_ind,3.45508,3.65673,3.49243,3.41854,3.56347,3.85753,4.25454,4.75928,5.27313,5.69896,6.06961,6.44048,6.81016,7.13126,7.38335,7.5864,7.79218,7.97913,8.12959,8.23517,8.29941
REF,USA,elect_td_trn,0.0148515,0.0221895,0.0228456,0.0312517,0.0344614,0.250585,0.974567,1.72853,2.39396,2.89272,3.34415,3.65086,3.95039,4.22744,4.46922,4.66704,4.81723,4.91744,4.98037,5.01721,5.03549
REF,USA,electricity,10.84062478,14.84319703,15.13079544,14.8904035,16.44521768,17.83923317,19.96032064,21.99235196,23.95569786,25.60263721,26.99150832,28.13066218,29.166743,30.07212417,30.84591567,31.45362894,31.96504197,32.33995128,32.5422878,32.60943334,32.58311467
REF,USA,electricity_net_ownuse,10.8254,14.5986,14.852,14.677,16.1866,17.535,19.5605,21.4662,23.2954,24.845,26.1602,27.2374,28.2177,29.0796,29.818,30.3985,30.8845,31.2409,31.4366,31.5061,31.488
