scenario,region,basin,resource,subresource,year,value,Units,share
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,1975,0,km^3,0
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,1990,2.05069,km^3,0.10367183183110311
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2005,7.12072,km^3,0.2863266318766733
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2010,7.99165,km^3,0.31038969361657504
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2015,6.9770200000000004,km^3,0.281726550379928
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2020,3.17862,km^3,0.12789981820683863
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2025,3.05003,km^3,0.115481878421117
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2030,5.32252,km^3,0.18843566941940434
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2035,4.0394,km^3,0.15586510263929618
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2040,10.6828,km^3,0.40611599403911075
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2045,12.1599,km^3,0.43870206617384433
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2050,7.9399,km^3,0.29961547605121447
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2055,14.543,km^3,0.5045010667267965
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2060,4.66586,km^3,0.17550222374684796
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2065,3.3125,km^3,0.12559908393241725
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2070,6.29476,km^3,0.2150469602576699
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2075,4.40518,km^3,0.16118725571340647
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2080,12.8467,km^3,0.4488823975429168
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2085,16.5597,km^3,0.5192658651765724
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2090,11.7515,km^3,0.4069952690674591
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2095,15.0821,km^3,0.5044399923742504
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,groundwater,2100,4.5962,km^3,0.1760267781913997
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,1975,17.7246,km^3,1
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,1990,17.7299,km^3,0.8963281681688969
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2005,17.7485,km^3,0.7136733681233268
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2010,17.7555,km^3,0.689610306383425
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2015,17.7882,km^3,0.718273449620072
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2020,21.6738,km^3,0.8721001817931614
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2025,23.3613,km^3,0.884518121578883
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2030,22.9233,km^3,0.8115643305805956
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2035,21.8766,km^3,0.8441348973607038
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2040,15.622,km^3,0.5938840059608893
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2045,15.558,km^3,0.5612979338261557
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2050,18.5604,km^3,0.7003845239487855
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2055,14.2835,km^3,0.4954989332732035
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2060,21.9199,km^3,0.824497776253152
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2065,23.0611,km^3,0.8744009160675827
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2070,22.9768,km^3,0.7849530397423301
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2075,22.9244,km^3,0.8388127442865935
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2080,15.7726,km^3,0.5511176024570831
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2085,15.3309,km^3,0.4807341348234276
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2090,17.1223,km^3,0.5930047309325409
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2095,14.8166,km^3,0.49556000762574964
rcp45cooler_ssp3,USA,Arkansas White Red,Arkansas White Red_water withdrawals,runoff,2100,21.5146,km^3,0.8239732218086003
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,1975,0,km^3,0
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,1990,5.07885,km^3,0.16911432952462455
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2005,11.3001,km^3,0.31134640976682293
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2010,9.12953,km^3,0.2673453233976098
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2015,7.36854,km^3,0.22201659940570923
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2020,5.8207,km^3,0.15993438532957086
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2025,2.11514,km^3,0.056795790891471104
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2030,20.1105,km^3,0.4890947472870629
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2035,14.2292,km^3,0.3400129035341346
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2040,11.7263,km^3,0.2593545276400359
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2045,19.4442,km^3,0.4267204487497422
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2050,23.6284,km^3,0.49315011312122753
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2055,30.5588,km^3,0.6134556010133657
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2060,16.9159,km^3,0.3378463664724045
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2065,10.0634,km^3,0.20878379920373608
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2070,27.9999,km^3,0.5442485358690222
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2075,15.637,km^3,0.3201449527572758
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2080,10.1454,km^3,0.1922966843634558
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2085,6.87194,km^3,0.1503360056564635
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2090,3.39559e-5,km^3,7.973108135294858e-7
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2095,6.82588e-5,km^3,1.687896043438111e-6
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,groundwater,2100,0,km^3,0
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,1975,24.9348,km^3,1
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,1990,24.9532,km^3,0.8308856704753755
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2005,24.9942,km^3,0.6886535902331771
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2010,25.0193,km^3,0.7326546766023901
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2015,25.8206,km^3,0.7779834005942907
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2020,30.5736,km^3,0.8400656146704291
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2025,35.126,km^3,0.943204209108529
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2030,21.0073,km^3,0.510905252712937
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2035,27.6198,km^3,0.6599870964658654
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2040,33.4871,km^3,0.740645472359964
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2045,26.1224,km^3,0.5732795512502579
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2050,24.2848,km^3,0.5068498868787724
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2055,19.2554,km^3,0.3865443989866344
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2060,33.1539,km^3,0.6621536335275955
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2065,38.1367,km^3,0.7912162007962639
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2070,23.447,km^3,0.4557514641309778
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2075,33.2065,km^3,0.6798550472427242
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2080,42.6137,km^3,0.8077033156365442
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2085,38.8386,km^3,0.8496639943435365
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2090,42.588,km^3,0.9999992026891864
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2095,40.4401,km^3,0.9999983121039566
rcp45cooler_ssp3,USA,California River,California River_water withdrawals,runoff,2100,56.3728,km^3,1
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,1975,0,km^3,0
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,1990,1.65531,km^3,0.6272380246498167
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2005,2.01889,km^3,0.6714601578599375
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2010,2.08138,km^3,0.677839035944312
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2015,2.04546,km^3,0.6721871105806391
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2020,2.12107,km^3,0.6155129685840477
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2025,2.1355,km^3,0.5663134334691107
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2030,3.24067,km^3,0.7944723024293568
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2035,3.42923,km^3,0.8149758221043027
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2040,3.41092,km^3,0.750020339638988
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2045,4.03314,km^3,0.8542082539534617
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2050,4.17803,km^3,0.8465917127006893
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2055,4.72546,km^3,0.8770100598573016
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2060,3.88438,km^3,0.7261337720118144
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2065,3.83034,km^3,0.698851103192718
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2070,4.91753,km^3,0.8621077762260615
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2075,4.91763,km^3,0.8683886117751265
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2080,5.19847,km^3,0.8313441834357094
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2085,5.94912,km^3,0.9022382610159493
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2090,6.26838,km^3,0.8943457603903608
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2095,7.00847,km^3,0.9145750493045298
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,groundwater,2100,6.12598,km^3,0.8012152982136739
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,1975,0.980384,km^3,1
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,1990,0.983736,km^3,0.3727619753501834
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2005,0.987826,km^3,0.32853984214006243
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2010,0.989231,km^3,0.322160964055688
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2015,0.997532,km^3,0.32781288941936093
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2020,1.32495,km^3,0.38448703141595236
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2025,1.63538,km^3,0.43368656653088933
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2030,0.838352,km^3,0.20552769757064315
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2035,0.778539,km^3,0.18502417789569722
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2040,1.13685,km^3,0.2499796603610121
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2045,0.688355,km^3,0.14579174604653822
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2050,0.757088,km^3,0.1534082872993108
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2055,0.662688,km^3,0.12298994014269839
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2060,1.46502,km^3,0.2738662279881856
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2065,1.65057,km^3,0.301148896807282
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2070,0.786548,km^3,0.1378922237739386
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2075,0.745307,km^3,0.13161138822487342
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2080,1.05462,km^3,0.1686558165642906
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2085,0.644615,km^3,0.09776173898405079
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2090,0.74052,km^3,0.10565423960963917
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2095,0.654619,km^3,0.08542495069547018
rcp45cooler_ssp3,USA,Great,Great_water withdrawals,runoff,2100,1.51988,km^3,0.19878470178632618
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,1975,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,1990,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2005,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2010,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2015,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2020,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2025,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2030,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2035,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2040,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2045,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2050,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2055,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2060,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2065,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2070,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2075,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2080,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2085,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2090,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2095,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,groundwater,2100,0,km^3,0
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,1975,17.4319,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,1990,0.416022,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2005,0.430843,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2010,0.404305,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2015,0.388005,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2020,0.412284,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2025,0.41286,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2030,0.414186,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2035,0.41329,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2040,0.409432,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2045,0.401985,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2050,0.394046,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2055,0.384112,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2060,0.374353,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2065,0.362768,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2070,0.349509,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2075,0.335063,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2080,0.319969,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2085,0.302392,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2090,0.284245,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2095,0.267011,km^3,1
rcp45cooler_ssp3,USA,Hawaii,Hawaii_water withdrawals,runoff,2100,0.250334,km^3,1
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,1975,0,km^3,0
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,1990,3.16572,km^3,0.5389413615346376
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2005,4.44444,km^3,0.6212646040039923
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2010,4.18551,km^3,0.6070082418339422
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2015,4.28184,km^3,0.6123895526614626
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2020,5.40155,km^3,0.677086205945618
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2025,5.10182,km^3,0.5950428452962315
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2030,7.16767,km^3,0.762972621987567
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2035,4.74812,km^3,0.4762884943324305
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2040,8.89989,km^3,0.8694967017335439
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2045,8.43162,km^3,0.7980369979508682
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2050,9.14347,km^3,0.8175652596885847
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2055,10.2075,km^3,0.8726536879289531
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2060,8.99907,km^3,0.7932959564171053
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2065,8.10029,km^3,0.7183145927922815
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2070,11.4028,km^3,0.8513726506204908
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2075,8.34963,km^3,0.6440190730650804
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2080,12.8602,km^3,0.9155487084271887
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2085,13.917,km^3,0.8777279604634545
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2090,16.811,km^3,0.9021249924201324
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2095,16.7408,km^3,0.917023224119297
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2100,7.85545,km^3,0.7266049835494216
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,1975,2.70739,km^3,1
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,1990,2.70824,km^3,0.4610586384653624
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2005,2.70942,km^3,0.37873539599600775
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2010,2.7098,km^3,0.3929917581660578
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2015,2.71018,km^3,0.38761044733853733
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2020,2.57609,km^3,0.322913794054382
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2025,3.47205,km^3,0.40495715470376853
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2030,2.22673,km^3,0.2370273780124329
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2035,5.22088,km^3,0.5237115056675694
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2040,1.33579,km^3,0.13050329826645618
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2045,2.13383,km^3,0.20196300204913184
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2050,2.04031,km^3,0.18243474031141527
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2055,1.48958,km^3,0.1273463120710468
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2060,2.34483,km^3,0.20670404358289476
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2065,3.17651,km^3,0.2816854072077185
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2070,1.99063,km^3,0.14862734937950922
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2075,4.61525,km^3,0.35598092693491956
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2080,1.18624,km^3,0.08445129157281132
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2085,1.93871,km^3,0.1222720395365455
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2090,1.82389,km^3,0.09787500757986767
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2095,1.51479,km^3,0.08297677588070285
rcp45cooler_ssp3,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2100,2.95572,km^3,0.2733950164505784
rcp45cooler_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,1975,0,km^3,0
rcp45cooler_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,1990,8.48962,km^3,0.3462872591584639
rcp45cooler_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2005,16.8945,km^3,0.5129446841327047
rcp45cooler_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2010,15.0761,km^3,0.4844131557977534
rcp45cooler_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2015,15.9448,km^3,0.4983388496651133
rcp45cooler_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2020,8.60584,km^3,0.28951385931235313
rcp45cooler_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2025,14.7896,km^3,0.46729332216938657
rcp45cooler_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2030,12.4686,km^3,0.3947145991155121
rcp45cooler_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2035,12.1024,km^3,0.37592681752527685
rcp45cooler_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2040,18.9246,km^3,0.5803899198630956
rcp45cooler_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2045,13.4668,km^3,0.4160246152325287
rcp45cooler_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2050,18.1622,km^3,0.5622763240994143
rcp45cooler_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2055,21.9394,km^3,0.6277960436893898
rcp45cooler_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2060,11.9059,km^3,0.35537454033143895
rcp45cooler_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2065,20.5251,km^3,0.55944995638901
rcp45cooler_ssp3,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2070,16.9557,km^3,0.46018498917096845
