scenario,region,basin,resource,subresource,year,value,Units,share
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,1990,1.65531,km^3,0.6272380246498167
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2005,2.01889,km^3,0.6714601578599375
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2010,2.08138,km^3,0.677839035944312
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2015,2.04546,km^3,0.6721871105806391
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2020,1.99493,km^3,0.6012211697552537
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2025,1.99739,km^3,0.5504954042471095
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2030,3.18577,km^3,0.7921904179317514
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2035,3.46394,km^3,0.8168983924934604
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2040,3.6074,km^3,0.76052216590911
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2045,4.35067,km^3,0.8633535664306801
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2050,4.64278,km^3,0.859666934102472
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2055,5.38501,km^3,0.8902224659331424
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2060,4.6567,km^3,0.760100090917549
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2065,4.69756,km^3,0.739128382482055
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2070,5.91645,km^3,0.882041577136168
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2075,6.00999,km^3,0.8889330315787699
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2080,6.57953,km^3,0.860726358422639
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2085,7.64845,km^3,0.9214196255651916
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2090,8.03094,km^3,0.9144708839450233
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2095,8.34362,km^3,0.9261669052306281
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,groundwater,2100,7.59845,km^3,0.8308203181378832
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,1975,0.980384,km^3,1
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,1990,0.983736,km^3,0.3727619753501834
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2005,0.987826,km^3,0.32853984214006243
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2010,0.989231,km^3,0.322160964055688
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2015,0.997532,km^3,0.32781288941936093
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2020,1.3232,km^3,0.39877883024474625
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2025,1.63096,km^3,0.4495045957528904
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2030,0.8357,km^3,0.20780958206824868
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2035,0.776416,km^3,0.18310160750653953
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2040,1.13592,km^3,0.2394778340908899
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2045,0.688598,km^3,0.13664643356932
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2050,0.757893,km^3,0.14033306589752795
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2055,0.664051,km^3,0.10977753406685764
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2060,1.46973,km^3,0.23989990908245096
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2065,1.65798,km^3,0.26087161751794496
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2070,0.791227,km^3,0.11795842286383199
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2075,0.750913,km^3,0.11106696842123014
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2080,1.06463,km^3,0.139273641577361
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2085,0.652274,km^3,0.07858037443480834
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2090,0.751122,km^3,0.08552911605497661
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2095,0.665145,km^3,0.07383309476937182
rcp45cooler_ssp5,USA,Great,Great_water withdrawals,runoff,2100,1.54727,km^3,0.16917968186211693
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,1975,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,1990,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2005,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2010,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2015,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2020,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2025,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2030,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2035,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2040,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2045,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2050,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2055,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2060,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2065,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2070,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2075,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2080,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2085,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2090,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2095,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,groundwater,2100,0,km^3,0
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,1975,17.4319,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,1990,0.416022,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2005,0.430843,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2010,0.404305,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2015,0.388005,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2020,0.419637,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2025,0.436631,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2030,0.461026,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2035,0.488235,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2040,0.513642,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2045,0.537955,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2050,0.563415,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2055,0.588735,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2060,0.615695,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2065,0.644016,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2070,0.673327,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2075,0.703054,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2080,0.733896,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2085,0.765309,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2090,0.796476,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2095,0.827687,km^3,1
rcp45cooler_ssp5,USA,Hawaii,Hawaii_water withdrawals,runoff,2100,0.860417,km^3,1
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,1975,0,km^3,0
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,1990,3.16572,km^3,0.5389413615346376
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2005,4.44444,km^3,0.6212646040039923
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2010,4.18551,km^3,0.6070082418339422
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2015,4.28184,km^3,0.6123895526614626
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2020,5.11104,km^3,0.6649112764739553
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2025,4.83786,km^3,0.5822391461850076
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2030,7.26703,km^3,0.7654895921443626
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2035,5.19057,km^3,0.49854582756242666
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2040,9.82137,km^3,0.8802332740916802
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2045,9.7431,km^3,0.8201953026349019
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2050,10.7666,km^3,0.8405568320127662
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2055,12.2003,km^3,0.8910486142708881
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2060,11.2582,km^3,0.827334930947641
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2065,10.6588,km^3,0.7699347793267296
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2070,14.2891,km^3,0.8773607033081469
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2075,11.496,km^3,0.7126911219243652
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2080,17.1135,km^3,0.9348625306595142
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2085,18.7028,km^3,0.9040160823101839
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2090,14.5197,km^3,0.8645781789535172
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2095,1.25435,km^3,0.3032533828460633
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,groundwater,2100,0.0226736,km^3,0.005402755172572867
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,1975,2.70739,km^3,1
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,1990,2.70824,km^3,0.4610586384653624
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2005,2.70942,km^3,0.37873539599600775
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2010,2.7098,km^3,0.3929917581660578
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2015,2.71018,km^3,0.38761044733853733
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2020,2.57576,km^3,0.33508872352604463
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2025,3.4712,km^3,0.4177608538149923
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2030,2.22628,km^3,0.23451040785563726
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2035,5.22085,km^3,0.5014541724375734
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2040,1.33632,km^3,0.11976672590831973
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2045,2.1359,km^3,0.17980469736509808
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2050,2.04229,km^3,0.15944316798723387
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2055,1.49177,km^3,0.10895138572911181
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2060,2.34959,km^3,0.17266506905235895
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2065,3.18497,km^3,0.23006522067327037
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2070,1.99736,km^3,0.12263929669185325
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2075,4.63441,km^3,0.28730887807563477
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2080,1.1924,km^3,0.06513746934048585
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2085,1.98577,km^3,0.09598391768981618
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2090,2.27427,km^3,0.13542182104648273
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2095,2.88196,km^3,0.6967466171539367
rcp45cooler_ssp5,USA,Lower Colorado River,Lower Colorado River_water withdrawals,runoff,2100,4.174,km^3,0.9945972448274271
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,1975,0,km^3,0
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,1990,8.48962,km^3,0.3462872591584639
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2005,16.8945,km^3,0.5129446841327047
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2010,15.0761,km^3,0.4844131557977534
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2015,15.9448,km^3,0.4983388496651133
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2020,7.98935,km^3,0.2744684103756813
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2025,13.5636,km^3,0.4458337442066857
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2030,11.1335,km^3,0.3701714954482887
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2035,9.96065,km^3,0.3317258777589982
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2040,16.9066,km^3,0.5531287010803065
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2045,11.8555,km^3,0.3859249927570907
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2050,15.9563,km^3,0.5308344616735808
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2055,19.885,km^3,0.6052756538255492
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2060,10.6983,km^3,0.33200407157531486
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2065,19.0094,km^3,0.5413685865305751
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2070,17.0928,km^3,0.4630802116436519
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2075,15.2393,km^3,0.41289628620120683
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2080,25.3431,km^3,0.6432960957667969
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2085,22.6722,km^3,0.5534299809357356
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2090,27.4969,km^3,0.6658119099333387
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2095,29.8621,km^3,0.6749427604709349
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,groundwater,2100,10.8945,km^3,0.2821941439761283
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,1975,16.0189,km^3,1
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,1990,16.0265,km^3,0.6537127408415361
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2005,16.0418,km^3,0.4870553158672953
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2010,16.0463,km^3,0.5155868442022465
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2015,16.0511,km^3,0.5016611503348867
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2020,21.1191,km^3,0.7255315896243187
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2025,16.8594,km^3,0.5541662557933142
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2030,18.9431,km^3,0.6298285045517114
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2035,20.0661,km^3,0.6682741222410017
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2040,13.6588,km^3,0.44687129891969346
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2045,18.8642,km^3,0.6140750072429093
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2050,14.1026,km^3,0.4691655383264191
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2055,12.9678,km^3,0.39472434617445085
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2060,21.5251,km^3,0.6679959284246851
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2065,16.1042,km^3,0.45863141346942493
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2070,19.8183,km^3,0.536919788356348
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2075,21.669,km^3,0.5871037137987933
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2080,14.0526,km^3,0.35670390423320314
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2085,18.2945,km^3,0.44657001906426436
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2090,13.8014,km^3,0.33418809006666134
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2095,14.3818,km^3,0.325057239529065
rcp45cooler_ssp5,USA,Lower Mississippi River,Lower Mississippi River_water withdrawals,runoff,2100,27.7119,km^3,0.7178058560238717
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,1975,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,1990,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2005,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2010,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2015,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2020,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2025,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2030,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2035,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2040,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2045,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2050,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2055,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2060,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2065,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2070,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2075,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2080,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2085,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2090,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2095,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,groundwater,2100,0,km^3,0
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,1975,57.3386,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,1990,24.9795,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2005,26.9079,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2010,26.5434,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2015,25.9381,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2020,23.8452,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2025,23.1437,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2030,21.9432,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2035,18.9121,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2040,15.785,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2045,15.4424,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2050,15.1317,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2055,15.7083,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2060,16.3406,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2065,17.1524,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2070,17.9998,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2075,18.7078,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2080,19.4644,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2085,20.4343,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2090,21.6488,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2095,22.8694,km^3,1
rcp45cooler_ssp5,USA,Mid Atlantic,Mid Atlantic_water withdrawals,runoff,2100,23.7801,km^3,1
rcp45cooler_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,1975,0,km^3,0
rcp45cooler_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,1990,4.76328,km^3,0.12269006956579076
rcp45cooler_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2005,17.2116,km^3,0.33545188242929563
rcp45cooler_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2010,17.628,km^3,0.34071932211776346
rcp45cooler_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2015,17.561,km^3,0.3392341780221224
rcp45cooler_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2020,7.79373,km^3,0.16680203482418085
rcp45cooler_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2025,5.50652,km^3,0.11046417856194277
rcp45cooler_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2030,14.9287,km^3,0.29160294011364324
rcp45cooler_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2035,4.01351,km^3,0.09098018751823397
rcp45cooler_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2040,16.2186,km^3,0.3263864572139243
rcp45cooler_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2045,27.5073,km^3,0.5355991276918883
rcp45cooler_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2050,16.0432,km^3,0.3214181248472366
rcp45cooler_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2055,23.5608,km^3,0.42422005397998885
rcp45cooler_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2060,15.2178,km^3,0.27979863353215023
rcp45cooler_ssp5,USA,Missouri River,Missouri River_water withdrawals,groundwater,2065,12.5615,km^3,0.2147257616213278
