scenario,region,basin,resource,subresource,Units,year,value,share
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2063,11.75614,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2064,11.76102,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2065,11.7659,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2066,11.7682,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2067,11.7705,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2068,11.7728,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2069,11.7751,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2070,11.7774,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2071,11.7047,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2072,11.632,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2073,11.5593,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2074,11.4866,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2075,11.4139,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2076,11.30656,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2077,11.19922,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2078,11.09188,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2079,10.98454,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2080,10.8772,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2081,10.84628,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2082,10.81536,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2083,10.78444,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2084,10.75352,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2085,10.7226,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2086,10.70122,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2087,10.67984,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2088,10.65846,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2089,10.637080000000001,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2090,10.6157,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2091,10.65104,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2092,10.68638,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2093,10.721720000000001,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2094,10.757060000000001,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2095,10.7924,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2096,10.76036,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2097,10.72832,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2098,10.69628,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2099,10.66424,1
rcp45cooler_ssp3,USA,Ohio River,Ohio River_water withdrawals,runoff,km^3,2100,10.6322,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1975,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1976,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1977,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1978,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1979,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1980,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1981,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1982,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1983,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1984,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1985,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1986,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1987,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1988,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1989,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1990,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1991,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1992,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1993,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1994,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1995,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1996,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1997,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1998,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,1999,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2000,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2001,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2002,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2003,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2004,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2005,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2006,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2007,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2008,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2009,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2010,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2011,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2012,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2013,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2014,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2015,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2016,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2017,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2018,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2019,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2020,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2021,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2022,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2023,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2024,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2025,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2026,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2027,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2028,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2029,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2030,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2031,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2032,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2033,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2034,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2035,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2036,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2037,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2038,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2039,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2040,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2041,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2042,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2043,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2044,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2045,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2046,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2047,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2048,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2049,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2050,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2051,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2052,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2053,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2054,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2055,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2056,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2057,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2058,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2059,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2060,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2061,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2062,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2063,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2064,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2065,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2066,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2067,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2068,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2069,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2070,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2071,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2072,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2073,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2074,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2075,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2076,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2077,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2078,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2079,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2080,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2081,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2082,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2083,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2084,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2085,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2086,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2087,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2088,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2089,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2090,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2091,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2092,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2093,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2094,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2095,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2096,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2097,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2098,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2099,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,groundwater,km^3,2100,0,0
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1975,184.026,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1976,172.94579333333334,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1977,161.86558666666667,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1978,150.78538,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1979,139.70517333333333,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1980,128.6249666666667,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1981,117.54476000000001,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1982,106.46455333333334,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1983,95.38434666666667,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1984,84.30414,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1985,73.22393333333335,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1986,62.14372666666668,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1987,51.06352000000001,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1988,39.98331333333334,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1989,28.903106666666673,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1990,17.8229,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1991,17.868033333333333,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1992,17.91316666666667,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1993,17.9583,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1994,18.003433333333334,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1995,18.048566666666666,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1996,18.093700000000002,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1997,18.138833333333334,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1998,18.183966666666667,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,1999,18.2291,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2000,18.274233333333335,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2001,18.319366666666667,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2002,18.3645,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2003,18.409633333333332,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2004,18.454766666666668,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2005,18.4999,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2006,18.42354,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2007,18.347179999999998,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2008,18.27082,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2009,18.19446,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2010,18.1181,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2011,18.161559999999998,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2012,18.205019999999998,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2013,18.24848,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2014,18.29194,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2015,18.3354,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2016,18.8196,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2017,19.3038,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2018,19.788,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2019,20.272199999999998,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2020,20.7564,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2021,21.07,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2022,21.3836,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2023,21.6972,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2024,22.0108,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2025,22.3244,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2026,22.59066,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2027,22.85692,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2028,23.12318,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2029,23.38944,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2030,23.6557,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2031,23.62432,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2032,23.59294,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2033,23.56156,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2034,23.530179999999998,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2035,23.4988,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2036,23.722839999999998,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2037,23.94688,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2038,24.17092,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2039,24.39496,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2040,24.619,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2041,24.74488,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2042,24.87076,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2043,24.99664,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2044,25.12252,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2045,25.2484,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2046,25.36852,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2047,25.48864,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2048,25.60876,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2049,25.72888,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2050,25.849,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2051,26.1276,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2052,26.406200000000002,1
rcp45cooler_ssp3,USA,Pacific Northwest,Pacific Northwest_water withdrawals,runoff,km^3,2053,26.6848,1
