scenario,source,target,year,value,units
rcp45cooler_ssp5,Gas,Industry,2080,8.422745899104,EJ
rcp45cooler_ssp5,Gas,Liquid Fuels,2080,1.03417145525176,EJ
rcp45cooler_ssp5,Gas,Losses,2080,1.3031824496949724,EJ
rcp45cooler_ssp5,Gas,Residential,2080,3.732635831710392,EJ
rcp45cooler_ssp5,Gas,Transportation-Vehicle,2080,11.23180448408,EJ
rcp45cooler_ssp5,Geothermal,Electricity,2080,0,EJ
rcp45cooler_ssp5,Hydrogen,Industry,2080,0.106636508582612,EJ
rcp45cooler_ssp5,Hydrogen,Losses,2080,0.43455373529738806,EJ
rcp45cooler_ssp5,Hydrogen,Transportation-Vehicle,2080,0.9987959561199999,EJ
rcp45cooler_ssp5,Hydropower,Electricity,2080,0.9944756799,EJ
rcp45cooler_ssp5,Liquid Fuels,Commercial,2080,0.613599452955753,EJ
rcp45cooler_ssp5,Liquid Fuels,Electricity,2080,0,EJ
rcp45cooler_ssp5,Liquid Fuels,Industry,2080,14.45940396546627,EJ
rcp45cooler_ssp5,Liquid Fuels,Losses,2080,16.291258676473916,EJ
rcp45cooler_ssp5,Liquid Fuels,Residential,2080,0.158545877648922,EJ
rcp45cooler_ssp5,Liquid Fuels,Transportation-NonVehicle,2080,11.37411266069,EJ
rcp45cooler_ssp5,Liquid Fuels,Transportation-Vehicle,2080,28.3713227666,EJ
rcp45cooler_ssp5,Natural Gas,Gas,2080,40.1753,EJ
rcp45cooler_ssp5,Natural Gas,Hydrogen,2080,0.43222299999999997,EJ
rcp45cooler_ssp5,Natural Gas,Liquid Fuels,2080,6.579150181536,EJ
rcp45cooler_ssp5,Nuclear,Electricity,2080,2.30236231496243,EJ
rcp45cooler_ssp5,Nuclear,Hydrogen,2080,0.423226,EJ
rcp45cooler_ssp5,Oil,Liquid Fuels,2080,38.5378903436,EJ
rcp45cooler_ssp5,Solar,Electricity,2080,15.402086846784995,EJ
rcp45cooler_ssp5,Wind,Electricity,2080,27.468077644244,EJ
rcp45cooler_ssp5,Biomass,Commercial,2085,0.12523900009369,EJ
rcp45cooler_ssp5,Biomass,Electricity,2085,5.766363624627799,EJ
rcp45cooler_ssp5,Biomass,Gas,2085,0.177816,EJ
rcp45cooler_ssp5,Biomass,Hydrogen,2085,0.037324,EJ
rcp45cooler_ssp5,Biomass,Industry,2085,1.8255893291839,EJ
rcp45cooler_ssp5,Biomass,Liquid Fuels,2085,30.063099495678,EJ
rcp45cooler_ssp5,Biomass,Residential,2085,0.250589522658154,EJ
rcp45cooler_ssp5,Coal,Commercial,2085,0,EJ
rcp45cooler_ssp5,Coal,Electricity,2085,2.472969415159365,EJ
rcp45cooler_ssp5,Coal,Gas,2085,0,EJ
rcp45cooler_ssp5,Coal,Hydrogen,2085,0.159227,EJ
rcp45cooler_ssp5,Coal,Industry,2085,0.27497706298713,EJ
rcp45cooler_ssp5,Coal,Liquid Fuels,2085,1.772877808954,EJ
rcp45cooler_ssp5,Coal,Residential,2085,0,EJ
rcp45cooler_ssp5,Electricity,Commercial,2085,12.79193715359785,EJ
rcp45cooler_ssp5,Electricity,Industry,2085,19.15259439112,EJ
rcp45cooler_ssp5,Electricity,Liquid Fuels,2085,0.1987616278828,EJ
rcp45cooler_ssp5,Electricity,Losses,2085,22.59034184023573,EJ
rcp45cooler_ssp5,Electricity,Residential,2085,13.68025611947766,EJ
rcp45cooler_ssp5,Electricity,Transportation-NonVehicle,2085,0.15685282424,EJ
rcp45cooler_ssp5,Electricity,Transportation-Vehicle,2085,2.5271607623,EJ
rcp45cooler_ssp5,Gas,Commercial,2085,3.345610643320034,EJ
rcp45cooler_ssp5,Gas,Electricity,2085,11.271122281562318,EJ
rcp45cooler_ssp5,Gas,Hydrogen,2085,0.459957,EJ
rcp45cooler_ssp5,Gas,Industry,2085,7.8590025421870005,EJ
rcp45cooler_ssp5,Gas,Liquid Fuels,2085,0.9822542681889,EJ
rcp45cooler_ssp5,Gas,Losses,2085,1.255162566535489,EJ
rcp45cooler_ssp5,Gas,Residential,2085,3.429775389826258,EJ
rcp45cooler_ssp5,Gas,Transportation-Vehicle,2085,11.99913130838,EJ
rcp45cooler_ssp5,Geothermal,Electricity,2085,0,EJ
rcp45cooler_ssp5,Hydrogen,Industry,2085,0.13095261967048,EJ
rcp45cooler_ssp5,Hydrogen,Losses,2085,0.4774098934295201,EJ
rcp45cooler_ssp5,Hydrogen,Transportation-Vehicle,2085,1.1896892169,EJ
rcp45cooler_ssp5,Hydropower,Electricity,2085,0.9940476172,EJ
rcp45cooler_ssp5,Liquid Fuels,Commercial,2085,0.581103740251926,EJ
rcp45cooler_ssp5,Liquid Fuels,Electricity,2085,0,EJ
rcp45cooler_ssp5,Liquid Fuels,Industry,2085,14.766541361443915,EJ
rcp45cooler_ssp5,Liquid Fuels,Losses,2085,19.550835044070254,EJ
rcp45cooler_ssp5,Liquid Fuels,Residential,2085,0.146379841487602,EJ
rcp45cooler_ssp5,Liquid Fuels,Transportation-NonVehicle,2085,11.54589459784,EJ
rcp45cooler_ssp5,Liquid Fuels,Transportation-Vehicle,2085,29.0350084509,EJ
rcp45cooler_ssp5,Natural Gas,Gas,2085,40.4242,EJ
rcp45cooler_ssp5,Natural Gas,Hydrogen,2085,0.56830473,EJ
rcp45cooler_ssp5,Natural Gas,Liquid Fuels,2085,6.89478219389,EJ
rcp45cooler_ssp5,Nuclear,Electricity,2085,2.68082667843953,EJ
rcp45cooler_ssp5,Nuclear,Hydrogen,2085,0.573239,EJ
rcp45cooler_ssp5,Oil,Liquid Fuels,2085,35.7139876414,EJ
rcp45cooler_ssp5,Solar,Electricity,2085,16.641581299946022,EJ
rcp45cooler_ssp5,Wind,Electricity,2085,31.270993801918998,EJ
rcp45cooler_ssp5,Biomass,Commercial,2090,0.095397514978979,EJ
rcp45cooler_ssp5,Biomass,Electricity,2090,8.586198272044093,EJ
rcp45cooler_ssp5,Biomass,Gas,2090,0.0558837,EJ
rcp45cooler_ssp5,Biomass,Hydrogen,2090,0.023733650000000002,EJ
rcp45cooler_ssp5,Biomass,Industry,2090,0.85043227282767,EJ
rcp45cooler_ssp5,Biomass,Liquid Fuels,2090,37.822204380719,EJ
rcp45cooler_ssp5,Biomass,Residential,2090,0.188787567765995,EJ
rcp45cooler_ssp5,Coal,Commercial,2090,0,EJ
rcp45cooler_ssp5,Coal,Electricity,2090,2.414980243698126,EJ
rcp45cooler_ssp5,Coal,Gas,2090,0,EJ
rcp45cooler_ssp5,Coal,Hydrogen,2090,0.200377,EJ
rcp45cooler_ssp5,Coal,Industry,2090,0.120623661230452,EJ
rcp45cooler_ssp5,Coal,Liquid Fuels,2090,1.800094336983,EJ
rcp45cooler_ssp5,Coal,Residential,2090,0,EJ
rcp45cooler_ssp5,Electricity,Commercial,2090,13.923290490043017,EJ
rcp45cooler_ssp5,Electricity,Industry,2090,22.88759124579,EJ
rcp45cooler_ssp5,Electricity,Liquid Fuels,2090,0.1853006601397,EJ
rcp45cooler_ssp5,Electricity,Losses,2090,26.159676748650902,EJ
rcp45cooler_ssp5,Electricity,Residential,2090,14.740717336537427,EJ
rcp45cooler_ssp5,Electricity,Transportation-NonVehicle,2090,0.17511901329000001,EJ
rcp45cooler_ssp5,Electricity,Transportation-Vehicle,2090,3.0278596045,EJ
rcp45cooler_ssp5,Gas,Commercial,2090,2.969883146183752,EJ
rcp45cooler_ssp5,Gas,Electricity,2090,13.53286854968461,EJ
rcp45cooler_ssp5,Gas,Hydrogen,2090,0.395887,EJ
rcp45cooler_ssp5,Gas,Industry,2090,6.5828131509451,EJ
rcp45cooler_ssp5,Gas,Liquid Fuels,2090,0.9750024746828,EJ
rcp45cooler_ssp5,Gas,Losses,2090,1.2370963419640404,EJ
rcp45cooler_ssp5,Gas,Residential,2090,3.0009303355396972,EJ
rcp45cooler_ssp5,Gas,Transportation-Vehicle,2090,12.689002701,EJ
rcp45cooler_ssp5,Geothermal,Electricity,2090,0,EJ
rcp45cooler_ssp5,Hydrogen,Industry,2090,0.173074436195653,EJ
rcp45cooler_ssp5,Hydrogen,Losses,2090,0.5317676955043473,EJ
rcp45cooler_ssp5,Hydrogen,Transportation-Vehicle,2090,1.4314020253,EJ
rcp45cooler_ssp5,Hydropower,Electricity,2090,0.9923597844000001,EJ
rcp45cooler_ssp5,Liquid Fuels,Commercial,2090,0.535388054580983,EJ
rcp45cooler_ssp5,Liquid Fuels,Electricity,2090,0,EJ
rcp45cooler_ssp5,Liquid Fuels,Industry,2090,15.083573157192903,EJ
rcp45cooler_ssp5,Liquid Fuels,Losses,2090,23.202735300216446,EJ
rcp45cooler_ssp5,Liquid Fuels,Residential,2090,0.129809796884177,EJ
rcp45cooler_ssp5,Liquid Fuels,Transportation-NonVehicle,2090,11.59268942917,EJ
rcp45cooler_ssp5,Liquid Fuels,Transportation-Vehicle,2090,29.4371354994,EJ
rcp45cooler_ssp5,Natural Gas,Gas,2090,41.3276,EJ
rcp45cooler_ssp5,Natural Gas,Hydrogen,2090,0.730310507,EJ
rcp45cooler_ssp5,Natural Gas,Liquid Fuels,2090,7.23792270332,EJ
rcp45cooler_ssp5,Nuclear,Electricity,2090,3.186875207188649,EJ
rcp45cooler_ssp5,Nuclear,Hydrogen,2090,0.785936,EJ
rcp45cooler_ssp5,Oil,Liquid Fuels,2090,31.9608066816,EJ
rcp45cooler_ssp5,Solar,Electricity,2090,17.521186421135567,EJ
rcp45cooler_ssp5,Wind,Electricity,2090,34.8650866208,EJ
rcp45cooler_ssp5,Biomass,Commercial,2095,0.062894171563097,EJ
rcp45cooler_ssp5,Biomass,Electricity,2095,10.86556374130875,EJ
rcp45cooler_ssp5,Biomass,Gas,2095,0.00513938,EJ
rcp45cooler_ssp5,Biomass,Hydrogen,2095,0.01005227,EJ
rcp45cooler_ssp5,Biomass,Industry,2095,0.131885665764955,EJ
rcp45cooler_ssp5,Biomass,Liquid Fuels,2095,45.56174574936974,EJ
rcp45cooler_ssp5,Biomass,Residential,2095,0.127951799488446,EJ
rcp45cooler_ssp5,Coal,Commercial,2095,0,EJ
rcp45cooler_ssp5,Coal,Electricity,2095,2.122772792640465,EJ
rcp45cooler_ssp5,Coal,Gas,2095,0,EJ
rcp45cooler_ssp5,Coal,Hydrogen,2095,0.250374,EJ
rcp45cooler_ssp5,Coal,Industry,2095,0.050385764915358,EJ
rcp45cooler_ssp5,Coal,Liquid Fuels,2095,1.716995160638,EJ
rcp45cooler_ssp5,Coal,Residential,2095,0,EJ
rcp45cooler_ssp5,Electricity,Commercial,2095,15.166928515450769,EJ
rcp45cooler_ssp5,Electricity,Industry,2095,27.967362046823,EJ
rcp45cooler_ssp5,Electricity,Liquid Fuels,2095,0.1593051572409,EJ
rcp45cooler_ssp5,Electricity,Losses,2095,30.252428379583833,EJ
rcp45cooler_ssp5,Electricity,Residential,2095,15.675763329817224,EJ
rcp45cooler_ssp5,Electricity,Transportation-NonVehicle,2095,0.19488580936,EJ
rcp45cooler_ssp5,Electricity,Transportation-Vehicle,2095,3.7590774195,EJ
rcp45cooler_ssp5,Gas,Commercial,2095,2.371955851673018,EJ
rcp45cooler_ssp5,Gas,Electricity,2095,15.61622343255829,EJ
rcp45cooler_ssp5,Gas,Hydrogen,2095,0.268358,EJ
rcp45cooler_ssp5,Gas,Industry,2095,3.31276765596476,EJ
rcp45cooler_ssp5,Gas,Liquid Fuels,2095,0.8795857522906,EJ
rcp45cooler_ssp5,Gas,Losses,2095,1.112000102499671,EJ
rcp45cooler_ssp5,Gas,Residential,2095,2.415703507313668,EJ
rcp45cooler_ssp5,Gas,Transportation-Vehicle,2095,13.2820450777,EJ
rcp45cooler_ssp5,Geothermal,Electricity,2095,0,EJ
rcp45cooler_ssp5,Hydrogen,Industry,2095,0.252541693247673,EJ
rcp45cooler_ssp5,Hydrogen,Losses,2095,0.6114078459523271,EJ
rcp45cooler_ssp5,Hydrogen,Transportation-Vehicle,2095,1.7965356649,EJ
rcp45cooler_ssp5,Hydropower,Electricity,2095,0.9947131122,EJ
rcp45cooler_ssp5,Liquid Fuels,Commercial,2095,0.424181742204225,EJ
rcp45cooler_ssp5,Liquid Fuels,Electricity,2095,0,EJ
rcp45cooler_ssp5,Liquid Fuels,Industry,2095,15.310248874402298,EJ
rcp45cooler_ssp5,Liquid Fuels,Losses,2095,26.762177945694695,EJ
rcp45cooler_ssp5,Liquid Fuels,Residential,2095,0.103896788995022,EJ
rcp45cooler_ssp5,Liquid Fuels,Transportation-NonVehicle,2095,11.006259062173001,EJ
rcp45cooler_ssp5,Liquid Fuels,Transportation-Vehicle,2095,28.9129434947,EJ
rcp45cooler_ssp5,Natural Gas,Gas,2095,39.2535,EJ
rcp45cooler_ssp5,Natural Gas,Hydrogen,2095,0.9560609340999999,EJ
rcp45cooler_ssp5,Natural Gas,Liquid Fuels,2095,7.61006374843,EJ
rcp45cooler_ssp5,Nuclear,Electricity,2095,3.61353198960704,EJ
rcp45cooler_ssp5,Nuclear,Hydrogen,2095,1.17564,EJ
rcp45cooler_ssp5,Oil,Liquid Fuels,2095,26.5920123402,EJ
rcp45cooler_ssp5,Solar,Electricity,2095,19.00221286466119,EJ
rcp45cooler_ssp5,Wind,Electricity,2095,40.960732724799996,EJ
rcp45cooler_ssp5,Biomass,Commercial,2100,0.038252815268132,EJ
rcp45cooler_ssp5,Biomass,Electricity,2100,13.754457012501105,EJ
rcp45cooler_ssp5,Biomass,Gas,2100,4.08996e-5,EJ
rcp45cooler_ssp5,Biomass,Hydrogen,2100,0.006676130000000001,EJ
rcp45cooler_ssp5,Biomass,Industry,2100,0.039153069565344,EJ
rcp45cooler_ssp5,Biomass,Liquid Fuels,2100,53.64743838501454,EJ
rcp45cooler_ssp5,Biomass,Residential,2100,0.0801238256062,EJ
rcp45cooler_ssp5,Coal,Commercial,2100,0,EJ
rcp45cooler_ssp5,Coal,Electricity,2100,1.912200503357168,EJ
rcp45cooler_ssp5,Coal,Gas,2100,0,EJ
rcp45cooler_ssp5,Coal,Hydrogen,2100,0.291619,EJ
rcp45cooler_ssp5,Coal,Industry,2100,0.036513429327581,EJ
rcp45cooler_ssp5,Coal,Liquid Fuels,2100,1.4650324426035,EJ
rcp45cooler_ssp5,Coal,Residential,2100,0,EJ
rcp45cooler_ssp5,Electricity,Commercial,2100,16.21762871587036,EJ
rcp45cooler_ssp5,Electricity,Industry,2100,31.098121665942,EJ
rcp45cooler_ssp5,Electricity,Liquid Fuels,2100,0.14439241401800001,EJ
rcp45cooler_ssp5,Electricity,Losses,2100,34.48740413198995,EJ
rcp45cooler_ssp5,Electricity,Residential,2100,16.538959231325162,EJ
rcp45cooler_ssp5,Electricity,Transportation-NonVehicle,2100,0.21662750852999998,EJ
rcp45cooler_ssp5,Electricity,Transportation-Vehicle,2100,4.517547936,EJ
rcp45cooler_ssp5,Gas,Commercial,2100,1.839263101316336,EJ
rcp45cooler_ssp5,Gas,Electricity,2100,16.60853076602367,EJ
rcp45cooler_ssp5,Gas,Hydrogen,2100,0.21719,EJ
rcp45cooler_ssp5,Gas,Industry,2100,1.85556672192944,EJ
rcp45cooler_ssp5,Gas,Liquid Fuels,2100,0.9039719491643,EJ
rcp45cooler_ssp5,Gas,Losses,2100,1.0399074582599113,EJ
rcp45cooler_ssp5,Gas,Residential,2100,1.868074201106347,EJ
rcp45cooler_ssp5,Gas,Transportation-Vehicle,2100,14.0368367018,EJ
rcp45cooler_ssp5,Geothermal,Electricity,2100,0,EJ
rcp45cooler_ssp5,Hydrogen,Industry,2100,0.260751324337501,EJ
rcp45cooler_ssp5,Hydrogen,Losses,2100,0.7141578718624992,EJ
rcp45cooler_ssp5,Hydrogen,Transportation-Vehicle,2100,2.2336701413,EJ
rcp45cooler_ssp5,Hydropower,Electricity,2100,0.9894378276,EJ
rcp45cooler_ssp5,Liquid Fuels,Commercial,2100,0.351666462166816,EJ
rcp45cooler_ssp5,Liquid Fuels,Electricity,2100,0,EJ
rcp45cooler_ssp5,Liquid Fuels,Industry,2100,15.840178053830368,EJ
rcp45cooler_ssp5,Liquid Fuels,Losses,2100,30.22843428326979,EJ
rcp45cooler_ssp5,Liquid Fuels,Residential,2100,0.08146999338336999,EJ
rcp45cooler_ssp5,Liquid Fuels,Transportation-NonVehicle,2100,10.81545662113,EJ
rcp45cooler_ssp5,Liquid Fuels,Transportation-Vehicle,2100,28.2616663366,EJ
rcp45cooler_ssp5,Natural Gas,Gas,2100,38.3693,EJ
rcp45cooler_ssp5,Natural Gas,Hydrogen,2100,1.1711242075000001,EJ
rcp45cooler_ssp5,Natural Gas,Liquid Fuels,2100,7.78435943748,EJ
rcp45cooler_ssp5,Nuclear,Electricity,2100,3.987010072285729,EJ
rcp45cooler_ssp5,Nuclear,Hydrogen,2100,1.52197,EJ
rcp45cooler_ssp5,Oil,Liquid Fuels,2100,21.6336771221,EJ
rcp45cooler_ssp5,Solar,Electricity,2100,21.041992329107796,EJ
rcp45cooler_ssp5,Wind,Electricity,2100,44.9270530928,EJ
rcp45hotter_ssp3,Biomass,Commercial,1975,0,EJ
rcp45hotter_ssp3,Biomass,Electricity,1975,0.001982010715,EJ
rcp45hotter_ssp3,Biomass,Gas,1975,0,EJ
rcp45hotter_ssp3,Biomass,Hydrogen,1975,0,EJ
rcp45hotter_ssp3,Biomass,Industry,1975,1.0881853081,EJ
rcp45hotter_ssp3,Biomass,Liquid Fuels,1975,0,EJ
rcp45hotter_ssp3,Biomass,Residential,1975,0,EJ
rcp45hotter_ssp3,Coal,Commercial,1975,0,EJ
rcp45hotter_ssp3,Coal,Electricity,1975,9.42687943,EJ
rcp45hotter_ssp3,Coal,Gas,1975,0,EJ
rcp45hotter_ssp3,Coal,Hydrogen,1975,0,EJ
rcp45hotter_ssp3,Coal,Industry,1975,3.0970484513,EJ
rcp45hotter_ssp3,Coal,Liquid Fuels,1975,0,EJ
rcp45hotter_ssp3,Coal,Residential,1975,0,EJ
rcp45hotter_ssp3,Electricity,Commercial,1975,0,EJ
rcp45hotter_ssp3,Electricity,Industry,1975,2.366563514,EJ
rcp45hotter_ssp3,Electricity,Liquid Fuels,1975,0.0773441344,EJ
rcp45hotter_ssp3,Electricity,Losses,1975,13.6856875977109,EJ
rcp45hotter_ssp3,Electricity,Residential,1975,0,EJ
rcp45hotter_ssp3,Electricity,Transportation-NonVehicle,1975,0.0141006543591,EJ
rcp45hotter_ssp3,Electricity,Transportation-Vehicle,1975,0,EJ
rcp45hotter_ssp3,Gas,Commercial,1975,0,EJ
rcp45hotter_ssp3,Gas,Electricity,1975,3.037422845625,EJ
rcp45hotter_ssp3,Gas,Hydrogen,1975,0,EJ
rcp45hotter_ssp3,Gas,Industry,1975,7.1560155983,EJ
rcp45hotter_ssp3,Gas,Liquid Fuels,1975,0.788507633,EJ
rcp45hotter_ssp3,Gas,Losses,1975,0.38725392307499895,EJ
rcp45hotter_ssp3,Gas,Residential,1975,0,EJ
rcp45hotter_ssp3,Gas,Transportation-Vehicle,1975,0,EJ
rcp45hotter_ssp3,Geothermal,Electricity,1975,0.01214783177,EJ
rcp45hotter_ssp3,Hydrogen,Industry,1975,0,EJ
rcp45hotter_ssp3,Hydrogen,Losses,1975,0,EJ
rcp45hotter_ssp3,Hydrogen,Transportation-Vehicle,1975,0,EJ
rcp45hotter_ssp3,Hydropower,Electricity,1975,1.083671417,EJ
rcp45hotter_ssp3,Liquid Fuels,Commercial,1975,0,EJ
rcp45hotter_ssp3,Liquid Fuels,Electricity,1975,1.8029608994700002,EJ
rcp45hotter_ssp3,Liquid Fuels,Industry,1975,6.543591374,EJ
rcp45hotter_ssp3,Liquid Fuels,Losses,1975,4.105435287669,EJ
rcp45hotter_ssp3,Liquid Fuels,Residential,1975,0,EJ
rcp45hotter_ssp3,Liquid Fuels,Transportation-NonVehicle,1975,2.875053396261,EJ
rcp45hotter_ssp3,Liquid Fuels,Transportation-Vehicle,1975,14.11759225,EJ
rcp45hotter_ssp3,Natural Gas,Gas,1975,11.3692,EJ
rcp45hotter_ssp3,Natural Gas,Hydrogen,1975,0,EJ
rcp45hotter_ssp3,Natural Gas,Liquid Fuels,1975,0,EJ
rcp45hotter_ssp3,Nuclear,Electricity,1975,0.66064327,EJ
rcp45hotter_ssp3,Nuclear,Hydrogen,1975,0,EJ
rcp45hotter_ssp3,Oil,Liquid Fuels,1975,28.57878144,EJ
rcp45hotter_ssp3,Solar,Electricity,1975,0.11798819589000001,EJ
rcp45hotter_ssp3,Wind,Electricity,1975,0,EJ
rcp45hotter_ssp3,Biomass,Commercial,1990,0.07833225104285,EJ
rcp45hotter_ssp3,Biomass,Electricity,1990,0.3879785656,EJ
rcp45hotter_ssp3,Biomass,Gas,1990,0.0412077,EJ
rcp45hotter_ssp3,Biomass,Hydrogen,1990,0,EJ
rcp45hotter_ssp3,Biomass,Industry,1990,1.5914829433,EJ
rcp45hotter_ssp3,Biomass,Liquid Fuels,1990,0,EJ
rcp45hotter_ssp3,Biomass,Residential,1990,0.487035855814,EJ
rcp45hotter_ssp3,Coal,Commercial,1990,0.306497838156839,EJ
rcp45hotter_ssp3,Coal,Electricity,1990,16.39168971,EJ
rcp45hotter_ssp3,Coal,Gas,1990,0.0771478,EJ
rcp45hotter_ssp3,Coal,Hydrogen,1990,0,EJ
rcp45hotter_ssp3,Coal,Industry,1990,2.651633279427,EJ
rcp45hotter_ssp3,Coal,Liquid Fuels,1990,0,EJ
rcp45hotter_ssp3,Coal,Residential,1990,0.07661549693512901,EJ
rcp45hotter_ssp3,Electricity,Commercial,1990,3.06294941645497,EJ
rcp45hotter_ssp3,Electricity,Industry,1990,3.271982576,EJ
rcp45hotter_ssp3,Electricity,Liquid Fuels,1990,0.1137084,EJ
rcp45hotter_ssp3,Electricity,Losses,1990,14.68646337928876,EJ
rcp45hotter_ssp3,Electricity,Residential,1990,3.40511421415807,EJ
rcp45hotter_ssp3,Electricity,Transportation-NonVehicle,1990,0.0148520022952,EJ
rcp45hotter_ssp3,Electricity,Transportation-Vehicle,1990,0,EJ
rcp45hotter_ssp3,Gas,Commercial,1990,2.54234492765901,EJ
rcp45hotter_ssp3,Gas,Electricity,1990,2.756561803018,EJ
rcp45hotter_ssp3,Gas,Hydrogen,1990,0,EJ
rcp45hotter_ssp3,Gas,Industry,1990,7.1658376636000005,EJ
rcp45hotter_ssp3,Gas,Liquid Fuels,1990,0.638302342,EJ
rcp45hotter_ssp3,Gas,Losses,1990,0.9401887828633484,EJ
rcp45hotter_ssp3,Gas,Residential,1990,4.28161998085964,EJ
rcp45hotter_ssp3,Gas,Transportation-Vehicle,1990,0,EJ
rcp45hotter_ssp3,Geothermal,Electricity,1990,0.0568080688,EJ
rcp45hotter_ssp3,Hydrogen,Industry,1990,0,EJ
rcp45hotter_ssp3,Hydrogen,Losses,1990,0,EJ
rcp45hotter_ssp3,Hydrogen,Transportation-Vehicle,1990,0,EJ
rcp45hotter_ssp3,Hydropower,Electricity,1990,0.9766725589,EJ
rcp45hotter_ssp3,Liquid Fuels,Commercial,1990,0.8161347177506,EJ
rcp45hotter_ssp3,Liquid Fuels,Electricity,1990,0.671583556789,EJ
rcp45hotter_ssp3,Liquid Fuels,Industry,1990,6.90456596681,EJ
rcp45hotter_ssp3,Liquid Fuels,Losses,1990,2.8471990714575526,EJ
rcp45hotter_ssp3,Liquid Fuels,Residential,1990,1.15821757376285,EJ
rcp45hotter_ssp3,Liquid Fuels,Transportation-NonVehicle,1990,4.94622024783,EJ
rcp45hotter_ssp3,Liquid Fuels,Transportation-Vehicle,1990,16.4071792976,EJ
rcp45hotter_ssp3,Natural Gas,Gas,1990,18.2065,EJ
rcp45hotter_ssp3,Natural Gas,Hydrogen,1990,0,EJ
rcp45hotter_ssp3,Natural Gas,Liquid Fuels,1990,0,EJ
rcp45hotter_ssp3,Nuclear,Electricity,1990,2.2013026,EJ
rcp45hotter_ssp3,Nuclear,Hydrogen,1990,0,EJ
rcp45hotter_ssp3,Oil,Liquid Fuels,1990,32.99908969,EJ
rcp45hotter_ssp3,Solar,Electricity,1990,0.11798819589000001,EJ
rcp45hotter_ssp3,Wind,Electricity,1990,0.9944849292,EJ
rcp45hotter_ssp3,Biomass,Commercial,2005,0.110152086011091,EJ
rcp45hotter_ssp3,Biomass,Electricity,2005,0.4898869303,EJ
rcp45hotter_ssp3,Biomass,Gas,2005,0.21464,EJ
rcp45hotter_ssp3,Biomass,Hydrogen,2005,0,EJ
rcp45hotter_ssp3,Biomass,Industry,2005,1.5960952339,EJ
rcp45hotter_ssp3,Biomass,Liquid Fuels,2005,0.33817175495,EJ
rcp45hotter_ssp3,Biomass,Residential,2005,0.46236916899384,EJ
rcp45hotter_ssp3,Coal,Commercial,2005,0.07485499253574,EJ
rcp45hotter_ssp3,Coal,Electricity,2005,20.87456703,EJ
rcp45hotter_ssp3,Coal,Gas,2005,0.0759338,EJ
rcp45hotter_ssp3,Coal,Hydrogen,2005,0,EJ
rcp45hotter_ssp3,Coal,Industry,2005,1.6485009370000001,EJ
rcp45hotter_ssp3,Coal,Liquid Fuels,2005,0,EJ
rcp45hotter_ssp3,Coal,Residential,2005,0.006508399785124,EJ
rcp45hotter_ssp3,Electricity,Commercial,2005,4.85337189648215,EJ
rcp45hotter_ssp3,Electricity,Industry,2005,3.497819659,EJ
rcp45hotter_ssp3,Electricity,Liquid Fuels,2005,0.136006226182,EJ
rcp45hotter_ssp3,Electricity,Losses,2005,19.23005033078882,EJ
rcp45hotter_ssp3,Electricity,Residential,2005,5.2154573591927305,EJ
rcp45hotter_ssp3,Electricity,Transportation-NonVehicle,2005,0.022195170504299998,EJ
rcp45hotter_ssp3,Electricity,Transportation-Vehicle,2005,0,EJ
rcp45hotter_ssp3,Gas,Commercial,2005,2.89600669511194,EJ
rcp45hotter_ssp3,Gas,Electricity,2005,5.80825070621,EJ
rcp45hotter_ssp3,Gas,Hydrogen,2005,0,EJ
rcp45hotter_ssp3,Gas,Industry,2005,6.5246006146,EJ
rcp45hotter_ssp3,Gas,Liquid Fuels,2005,0.750149814938,EJ
rcp45hotter_ssp3,Gas,Losses,2005,1.0163567118617394,EJ
rcp45hotter_ssp3,Gas,Residential,2005,4.66785138850332,EJ
rcp45hotter_ssp3,Gas,Transportation-Vehicle,2005,0.022257868775,EJ
rcp45hotter_ssp3,Geothermal,Electricity,2005,0.0595258177,EJ
rcp45hotter_ssp3,Hydrogen,Industry,2005,0,EJ
rcp45hotter_ssp3,Hydrogen,Losses,2005,0,EJ
rcp45hotter_ssp3,Hydrogen,Transportation-Vehicle,2005,0,EJ
rcp45hotter_ssp3,Hydropower,Electricity,2005,0.9751392333,EJ
rcp45hotter_ssp3,Liquid Fuels,Commercial,2005,0.6465887571609,EJ
rcp45hotter_ssp3,Liquid Fuels,Electricity,2005,0.71642293005,EJ
rcp45hotter_ssp3,Liquid Fuels,Industry,2005,8.402330192600001,EJ
rcp45hotter_ssp3,Liquid Fuels,Losses,2005,2.2335072806880234,EJ
rcp45hotter_ssp3,Liquid Fuels,Residential,2005,1.23898081370108,EJ
rcp45hotter_ssp3,Liquid Fuels,Transportation-NonVehicle,2005,5.4763050382600005,EJ
rcp45hotter_ssp3,Liquid Fuels,Transportation-Vehicle,2005,22.05984247361,EJ
rcp45hotter_ssp3,Natural Gas,Gas,2005,21.3949,EJ
rcp45hotter_ssp3,Natural Gas,Hydrogen,2005,0,EJ
rcp45hotter_ssp3,Natural Gas,Liquid Fuels,2005,0,EJ
rcp45hotter_ssp3,Nuclear,Electricity,2005,2.9186142,EJ
rcp45hotter_ssp3,Nuclear,Hydrogen,2005,0,EJ
rcp45hotter_ssp3,Oil,Liquid Fuels,2005,39.54964969,EJ
rcp45hotter_ssp3,Solar,Electricity,2005,0.11798819589000001,EJ
