scenario,region,input,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units
"Reference,date=2024-30-4T11:58:23-04:00",USA,water_td_irr_RioGrande_W,1.134185909,1.157561966,1.057678552,1.119648989,1.14673724,1.279874082,1.441267724,1.621871883,1.85670495,2.202683962,2.560761751,2.846834687,3.052936043,3.223513923,3.326435429,3.388593379,3.405845319,3.401112395,3.376865308,3.340080901,3.273848893,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,water_td_irr_TennR_W,0.044470056,0.052830922,0.051594351,0.054588386,0.059123695,0.062538547,0.065563875,0.068597496,0.072320642,0.077701424,0.08272661,0.087074159,0.090485319,0.093587003,0.095791962,0.097639739,0.099335937,0.10080857,0.101932793,0.10266524,0.102894566,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,water_td_irr_TexasCst_W,8.710513587,10.54490467,8.906012585,9.9719237,10.84338937,10.86724548,11.52182168,12.20037221,12.97154464,13.90952141,14.76838224,15.57470414,16.23947558,16.81580669,17.22201266,17.51079182,17.70952037,17.82701311,17.86505961,17.82271718,17.67057152,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,water_td_irr_UsaColoRN_W,0.260889193,0.288731672,0.294512359,0.308451131,0.33521004,0.370675582,0.408553553,0.451064554,0.508291769,0.596965315,0.686457354,0.75356225,0.799997736,0.838784932,0.861360823,0.875880442,0.883166988,0.888193225,0.890839499,0.890873005,0.885386239,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,water_td_irr_UsaColoRS_W,2.065385627,2.369541367,2.028439031,2.160435782,2.179934921,2.399174106,2.641977917,2.90893022,3.23884788,3.70225735,4.17460008,4.55437776,4.83193737,5.05989432,5.20425009,5.29975152,5.34231692,5.35062952,5.33264092,5.29388466,5.21454976,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,water_td_irr_UsaCstE_W,0.707703799,0.705443814,0.690442875,0.697854669,0.730883478,0.750827218,0.768141368,0.792078157,0.820057652,0.857604604,0.893005578,0.923184244,0.948503717,0.972489449,0.991703324,1.009718317,1.027803668,1.043961198,1.056905288,1.066304739,1.071640443,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,water_td_irr_UsaCstNE_W,0.129042132,0.113742995,0.106437383,0.09834787,0.103087439,0.115507964,0.129968177,0.146540962,0.167638552,0.197933527,0.228515008,0.247032651,0.259221173,0.269418944,0.276170108,0.281678984,0.285583268,0.288520229,0.290488786,0.291978873,0.291942648,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,water_td_irr_UsaCstSE_W,3.616287095,3.947669728,3.705814613,3.830435447,4.195752288,4.513786263,4.821783191,5.120658199,5.444771866,5.819832437,6.180688785,6.466332057,6.714858391,6.949407266,7.145019871,7.323385217,7.489259448,7.62696452,7.733150096,7.810418358,7.851439668,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,water_td_irr_UsaPacNW_W,10.85515165,10.6996709,10.6424737,10.48486023,10.9349398,11.47112457,12.02818105,12.66885039,13.45783852,14.56071365,15.65165298,16.55399719,17.22270031,17.80036074,18.20046499,18.5179287,18.75511536,18.94226677,19.07489837,19.15472004,19.14729141,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,water_td_muni_W,61.2389,66.3437,63.0286,59.2766,60.8646,62.356,64.2772,65.7402,66.8517,67.6134,68.061,68.4409,68.8211,69.0609,69.0604,68.7432,68.1784,67.4506,66.6448,65.7706,64.8058,km^3
"Reference,date=2024-30-4T11:58:23-04:00",USA,water_td_pri_W,5.316793,6.389428,5.650076,5.5558356,5.620102433,5.5123432,5.1611212,4.8065747,4.5442407,4.2262223,3.9625312,3.8209356,3.7665451,3.786606,3.8697634,3.9501537,4.0494935,4.1174589,4.1689156,4.2250481,4.288432,km^3
