scenario,target,source,year,value
rcp85cooler_ssp5,runoff,Ohio River,2005,34.5474
rcp85cooler_ssp5,runoff,Ohio River,2010,31.8444
rcp85cooler_ssp5,runoff,Ohio River,2015,26.5178
rcp85cooler_ssp5,runoff,Ohio River,2020,22.2929
rcp85cooler_ssp5,runoff,Ohio River,2025,22.2507
rcp85cooler_ssp5,runoff,Ohio River,2030,22.0205
rcp85cooler_ssp5,runoff,Ohio River,2035,22.3267
rcp85cooler_ssp5,runoff,Ohio River,2040,21.7255
rcp85cooler_ssp5,runoff,Ohio River,2045,20.2746
rcp85cooler_ssp5,runoff,Ohio River,2050,17.2075
rcp85cooler_ssp5,runoff,Ohio River,2055,17.6155
rcp85cooler_ssp5,runoff,Ohio River,2060,17.9802
rcp85cooler_ssp5,runoff,Ohio River,2065,18.7743
rcp85cooler_ssp5,runoff,Ohio River,2070,19.7586
rcp85cooler_ssp5,runoff,Ohio River,2075,20.7442
rcp85cooler_ssp5,runoff,Ohio River,2080,21.8625
rcp85cooler_ssp5,runoff,Ohio River,2085,22.9285
rcp85cooler_ssp5,runoff,Ohio River,2090,23.9954
rcp85cooler_ssp5,runoff,Ohio River,2095,25.026
rcp85cooler_ssp5,runoff,Ohio River,2100,25.9295
rcp85cooler_ssp5,groundwater,Pacific Northwest,1975,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,1990,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2005,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2010,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2015,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2020,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2025,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2030,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2035,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2040,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2045,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2050,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2055,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2060,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2065,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2070,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2075,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2080,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2085,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2090,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2095,0
rcp85cooler_ssp5,groundwater,Pacific Northwest,2100,0
rcp85cooler_ssp5,runoff,Pacific Northwest,1975,184.026
rcp85cooler_ssp5,runoff,Pacific Northwest,1990,17.8229
rcp85cooler_ssp5,runoff,Pacific Northwest,2005,18.4999
rcp85cooler_ssp5,runoff,Pacific Northwest,2010,18.1181
rcp85cooler_ssp5,runoff,Pacific Northwest,2015,18.3354
rcp85cooler_ssp5,runoff,Pacific Northwest,2020,20.0482
rcp85cooler_ssp5,runoff,Pacific Northwest,2025,21.5266
rcp85cooler_ssp5,runoff,Pacific Northwest,2030,23.443
rcp85cooler_ssp5,runoff,Pacific Northwest,2035,24.5792
rcp85cooler_ssp5,runoff,Pacific Northwest,2040,27.2479
rcp85cooler_ssp5,runoff,Pacific Northwest,2045,28.5287
rcp85cooler_ssp5,runoff,Pacific Northwest,2050,29.0152
rcp85cooler_ssp5,runoff,Pacific Northwest,2055,31.0501
rcp85cooler_ssp5,runoff,Pacific Northwest,2060,31.7602
rcp85cooler_ssp5,runoff,Pacific Northwest,2065,33.1616
rcp85cooler_ssp5,runoff,Pacific Northwest,2070,35.4188
rcp85cooler_ssp5,runoff,Pacific Northwest,2075,35.4283
rcp85cooler_ssp5,runoff,Pacific Northwest,2080,38.1692
rcp85cooler_ssp5,runoff,Pacific Northwest,2085,38.9531
rcp85cooler_ssp5,runoff,Pacific Northwest,2090,39.6378
rcp85cooler_ssp5,runoff,Pacific Northwest,2095,41.4742
rcp85cooler_ssp5,runoff,Pacific Northwest,2100,41.1368
rcp85cooler_ssp5,groundwater,Rio Grande River,1975,0
rcp85cooler_ssp5,groundwater,Rio Grande River,1990,4.87936
rcp85cooler_ssp5,groundwater,Rio Grande River,2005,6.5627
rcp85cooler_ssp5,groundwater,Rio Grande River,2010,7.3622
rcp85cooler_ssp5,groundwater,Rio Grande River,2015,8.47267
rcp85cooler_ssp5,groundwater,Rio Grande River,2020,7.39306
rcp85cooler_ssp5,groundwater,Rio Grande River,2025,7.0854
rcp85cooler_ssp5,groundwater,Rio Grande River,2030,7.44274
rcp85cooler_ssp5,groundwater,Rio Grande River,2035,12.6872
rcp85cooler_ssp5,groundwater,Rio Grande River,2040,19.3192
rcp85cooler_ssp5,groundwater,Rio Grande River,2045,17.9228
rcp85cooler_ssp5,groundwater,Rio Grande River,2050,16.5634
rcp85cooler_ssp5,groundwater,Rio Grande River,2055,20.7189
rcp85cooler_ssp5,groundwater,Rio Grande River,2060,16.3194
rcp85cooler_ssp5,groundwater,Rio Grande River,2065,14.3311
rcp85cooler_ssp5,groundwater,Rio Grande River,2070,16.5688
rcp85cooler_ssp5,groundwater,Rio Grande River,2075,17.2978
rcp85cooler_ssp5,groundwater,Rio Grande River,2080,20.2879
rcp85cooler_ssp5,groundwater,Rio Grande River,2085,18.3761
rcp85cooler_ssp5,groundwater,Rio Grande River,2090,13.1578
rcp85cooler_ssp5,groundwater,Rio Grande River,2095,14.231
rcp85cooler_ssp5,groundwater,Rio Grande River,2100,5.91899
rcp85cooler_ssp5,runoff,Rio Grande River,1975,7.50039
rcp85cooler_ssp5,runoff,Rio Grande River,1990,7.50062
rcp85cooler_ssp5,runoff,Rio Grande River,2005,7.50166
rcp85cooler_ssp5,runoff,Rio Grande River,2010,7.50293
rcp85cooler_ssp5,runoff,Rio Grande River,2015,7.50439
rcp85cooler_ssp5,runoff,Rio Grande River,2020,9.70809
rcp85cooler_ssp5,runoff,Rio Grande River,2025,10.9131
rcp85cooler_ssp5,runoff,Rio Grande River,2030,12.5647
rcp85cooler_ssp5,runoff,Rio Grande River,2035,8.27327
rcp85cooler_ssp5,runoff,Rio Grande River,2040,4.34095
rcp85cooler_ssp5,runoff,Rio Grande River,2045,5.55232
rcp85cooler_ssp5,runoff,Rio Grande River,2050,7.15048
rcp85cooler_ssp5,runoff,Rio Grande River,2055,4.73518
rcp85cooler_ssp5,runoff,Rio Grande River,2060,8.85371
rcp85cooler_ssp5,runoff,Rio Grande River,2065,9.8111
rcp85cooler_ssp5,runoff,Rio Grande River,2070,9.4373
rcp85cooler_ssp5,runoff,Rio Grande River,2075,7.60753
rcp85cooler_ssp5,runoff,Rio Grande River,2080,4.6675
rcp85cooler_ssp5,runoff,Rio Grande River,2085,6.78359
rcp85cooler_ssp5,runoff,Rio Grande River,2090,8.20216
rcp85cooler_ssp5,runoff,Rio Grande River,2095,5.8031
rcp85cooler_ssp5,runoff,Rio Grande River,2100,10.6238
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,1975,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,1990,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2005,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2010,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2015,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2020,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2025,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2030,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2035,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2040,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2045,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2050,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2055,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2060,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2065,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2070,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2075,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2080,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2085,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2090,0
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2095,0.691575
rcp85cooler_ssp5,groundwater,South Atlantic Gulf,2100,0
rcp85cooler_ssp5,runoff,South Atlantic Gulf,1975,72.3764
rcp85cooler_ssp5,runoff,South Atlantic Gulf,1990,44.3692
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2005,56.3803
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2010,55.4519
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2015,53.6011
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2020,52.2208
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2025,52.7498
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2030,49.93
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2035,47.7003
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2040,40.8377
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2045,36.8108
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2050,32.3305
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2055,31.723
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2060,32.8685
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2065,33.8825
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2070,36.0042
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2075,37.0309
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2080,38.8614
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2085,40.8242
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2090,41.9697
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2095,43.2934
rcp85cooler_ssp5,runoff,South Atlantic Gulf,2100,44.0259
rcp85cooler_ssp5,groundwater,Tennessee River,1975,0
rcp85cooler_ssp5,groundwater,Tennessee River,1990,0
rcp85cooler_ssp5,groundwater,Tennessee River,2005,0
rcp85cooler_ssp5,groundwater,Tennessee River,2010,0
rcp85cooler_ssp5,groundwater,Tennessee River,2015,0
rcp85cooler_ssp5,groundwater,Tennessee River,2020,0
rcp85cooler_ssp5,groundwater,Tennessee River,2025,0
rcp85cooler_ssp5,groundwater,Tennessee River,2030,0
rcp85cooler_ssp5,groundwater,Tennessee River,2035,0
rcp85cooler_ssp5,groundwater,Tennessee River,2040,0
rcp85cooler_ssp5,groundwater,Tennessee River,2045,0
rcp85cooler_ssp5,groundwater,Tennessee River,2050,0
rcp85cooler_ssp5,groundwater,Tennessee River,2055,0
rcp85cooler_ssp5,groundwater,Tennessee River,2060,0
rcp85cooler_ssp5,groundwater,Tennessee River,2065,0
rcp85cooler_ssp5,groundwater,Tennessee River,2070,0
rcp85cooler_ssp5,groundwater,Tennessee River,2075,0
rcp85cooler_ssp5,groundwater,Tennessee River,2080,0
rcp85cooler_ssp5,groundwater,Tennessee River,2085,0
rcp85cooler_ssp5,groundwater,Tennessee River,2090,0
rcp85cooler_ssp5,groundwater,Tennessee River,2095,0
rcp85cooler_ssp5,groundwater,Tennessee River,2100,0
rcp85cooler_ssp5,runoff,Tennessee River,1975,19.8088
rcp85cooler_ssp5,runoff,Tennessee River,1990,7.73574
rcp85cooler_ssp5,runoff,Tennessee River,2005,9.54611
rcp85cooler_ssp5,runoff,Tennessee River,2010,9.24437
rcp85cooler_ssp5,runoff,Tennessee River,2015,7.94045
rcp85cooler_ssp5,runoff,Tennessee River,2020,5.90272
rcp85cooler_ssp5,runoff,Tennessee River,2025,5.86304
rcp85cooler_ssp5,runoff,Tennessee River,2030,4.97684
rcp85cooler_ssp5,runoff,Tennessee River,2035,4.59667
rcp85cooler_ssp5,runoff,Tennessee River,2040,3.75636
rcp85cooler_ssp5,runoff,Tennessee River,2045,3.4661
rcp85cooler_ssp5,runoff,Tennessee River,2050,3.25164
rcp85cooler_ssp5,runoff,Tennessee River,2055,3.31012
rcp85cooler_ssp5,runoff,Tennessee River,2060,3.47741
rcp85cooler_ssp5,runoff,Tennessee River,2065,3.65483
rcp85cooler_ssp5,runoff,Tennessee River,2070,3.85543
rcp85cooler_ssp5,runoff,Tennessee River,2075,4.10373
rcp85cooler_ssp5,runoff,Tennessee River,2080,4.27251
rcp85cooler_ssp5,runoff,Tennessee River,2085,4.49813
rcp85cooler_ssp5,runoff,Tennessee River,2090,4.68086
rcp85cooler_ssp5,runoff,Tennessee River,2095,4.83819
rcp85cooler_ssp5,runoff,Tennessee River,2100,5.03522
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,1975,0
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,1990,0
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2005,5.20497
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2010,1.72759
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2015,0
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2020,0
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2025,0
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2030,0
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2035,0
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2040,0
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2045,0
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2050,4.91551
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2055,7.08598
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2060,0
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2065,0
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2070,0
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2075,0
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2080,0
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2085,0
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2090,0.988172
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2095,2.98309
rcp85cooler_ssp5,groundwater,Texas Gulf Coast,2100,0
rcp85cooler_ssp5,runoff,Texas Gulf Coast,1975,23.7749
rcp85cooler_ssp5,runoff,Texas Gulf Coast,1990,22.2347
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2005,23.7894
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2010,23.7944
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2015,23.5781
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2020,21.5094
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2025,22.2825
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2030,24.7881
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2035,24.7421
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2040,27.8409
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2045,29.6687
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2050,23.7617
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2055,22.3212
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2060,29.1152
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2065,29.8534
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2070,31.6917
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2075,31.3762
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2080,33.4879
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2085,34.3576
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2090,31.3761
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2095,32.1629
rcp85cooler_ssp5,runoff,Texas Gulf Coast,2100,34.5038
rcp85cooler_ssp5,groundwater,Upper Colorado River,1975,0
rcp85cooler_ssp5,groundwater,Upper Colorado River,1990,0
rcp85cooler_ssp5,groundwater,Upper Colorado River,2005,0.142929
rcp85cooler_ssp5,groundwater,Upper Colorado River,2010,0.0915811
rcp85cooler_ssp5,groundwater,Upper Colorado River,2015,0.0364936
rcp85cooler_ssp5,groundwater,Upper Colorado River,2020,0
rcp85cooler_ssp5,groundwater,Upper Colorado River,2025,0
rcp85cooler_ssp5,groundwater,Upper Colorado River,2030,0.272445
rcp85cooler_ssp5,groundwater,Upper Colorado River,2035,0.373553
rcp85cooler_ssp5,groundwater,Upper Colorado River,2040,0.601662
rcp85cooler_ssp5,groundwater,Upper Colorado River,2045,0.881606
rcp85cooler_ssp5,groundwater,Upper Colorado River,2050,0.758627
rcp85cooler_ssp5,groundwater,Upper Colorado River,2055,0.955138
rcp85cooler_ssp5,groundwater,Upper Colorado River,2060,0.63355
rcp85cooler_ssp5,groundwater,Upper Colorado River,2065,0.436906
rcp85cooler_ssp5,groundwater,Upper Colorado River,2070,1.07102
rcp85cooler_ssp5,groundwater,Upper Colorado River,2075,1.06667
rcp85cooler_ssp5,groundwater,Upper Colorado River,2080,1.17399
rcp85cooler_ssp5,groundwater,Upper Colorado River,2085,1.29902
rcp85cooler_ssp5,groundwater,Upper Colorado River,2090,1.06953
rcp85cooler_ssp5,groundwater,Upper Colorado River,2095,1.25242
rcp85cooler_ssp5,groundwater,Upper Colorado River,2100,0.8132
rcp85cooler_ssp5,runoff,Upper Colorado River,1975,0.964923
rcp85cooler_ssp5,runoff,Upper Colorado River,1990,0.927077
rcp85cooler_ssp5,runoff,Upper Colorado River,2005,0.965777
rcp85cooler_ssp5,runoff,Upper Colorado River,2010,0.965959
rcp85cooler_ssp5,runoff,Upper Colorado River,2015,0.966032
rcp85cooler_ssp5,runoff,Upper Colorado River,2020,0.956207
rcp85cooler_ssp5,runoff,Upper Colorado River,2025,1.17765
rcp85cooler_ssp5,runoff,Upper Colorado River,2030,0.945344
rcp85cooler_ssp5,runoff,Upper Colorado River,2035,0.886026
rcp85cooler_ssp5,runoff,Upper Colorado River,2040,0.786131
rcp85cooler_ssp5,runoff,Upper Colorado River,2045,0.543757
rcp85cooler_ssp5,runoff,Upper Colorado River,2050,0.675388
rcp85cooler_ssp5,runoff,Upper Colorado River,2055,0.621671
rcp85cooler_ssp5,runoff,Upper Colorado River,2060,0.954733
rcp85cooler_ssp5,runoff,Upper Colorado River,2065,1.23581
rcp85cooler_ssp5,runoff,Upper Colorado River,2070,0.775287
rcp85cooler_ssp5,runoff,Upper Colorado River,2075,0.704216
rcp85cooler_ssp5,runoff,Upper Colorado River,2080,0.682047
rcp85cooler_ssp5,runoff,Upper Colorado River,2085,0.588082
rcp85cooler_ssp5,runoff,Upper Colorado River,2090,0.790242
rcp85cooler_ssp5,runoff,Upper Colorado River,2095,0.702816
rcp85cooler_ssp5,runoff,Upper Colorado River,2100,1.05256
rcp85cooler_ssp5,groundwater,Upper Mississippi,1975,0
rcp85cooler_ssp5,groundwater,Upper Mississippi,1990,0
rcp85cooler_ssp5,groundwater,Upper Mississippi,2005,5.59337
rcp85cooler_ssp5,groundwater,Upper Mississippi,2010,3.55699
rcp85cooler_ssp5,groundwater,Upper Mississippi,2015,0
rcp85cooler_ssp5,groundwater,Upper Mississippi,2020,0
rcp85cooler_ssp5,groundwater,Upper Mississippi,2025,0
rcp85cooler_ssp5,groundwater,Upper Mississippi,2030,2.50529
rcp85cooler_ssp5,groundwater,Upper Mississippi,2035,0
rcp85cooler_ssp5,groundwater,Upper Mississippi,2040,0
rcp85cooler_ssp5,groundwater,Upper Mississippi,2045,0
rcp85cooler_ssp5,groundwater,Upper Mississippi,2050,0
rcp85cooler_ssp5,groundwater,Upper Mississippi,2055,0
rcp85cooler_ssp5,groundwater,Upper Mississippi,2060,0
rcp85cooler_ssp5,groundwater,Upper Mississippi,2065,0
rcp85cooler_ssp5,groundwater,Upper Mississippi,2070,0
rcp85cooler_ssp5,groundwater,Upper Mississippi,2075,0
rcp85cooler_ssp5,groundwater,Upper Mississippi,2080,0
rcp85cooler_ssp5,groundwater,Upper Mississippi,2085,0
rcp85cooler_ssp5,groundwater,Upper Mississippi,2090,0
rcp85cooler_ssp5,groundwater,Upper Mississippi,2095,0
rcp85cooler_ssp5,groundwater,Upper Mississippi,2100,0
rcp85cooler_ssp5,runoff,Upper Mississippi,1975,33.1006
rcp85cooler_ssp5,runoff,Upper Mississippi,1990,31.6816
rcp85cooler_ssp5,runoff,Upper Mississippi,2005,33.1127
rcp85cooler_ssp5,runoff,Upper Mississippi,2010,33.1153
rcp85cooler_ssp5,runoff,Upper Mississippi,2015,31.7542
rcp85cooler_ssp5,runoff,Upper Mississippi,2020,31.3031
rcp85cooler_ssp5,runoff,Upper Mississippi,2025,32.0457
rcp85cooler_ssp5,runoff,Upper Mississippi,2030,28.3588
rcp85cooler_ssp5,runoff,Upper Mississippi,2035,25.2445
rcp85cooler_ssp5,runoff,Upper Mississippi,2040,23.7602
rcp85cooler_ssp5,runoff,Upper Mississippi,2045,20.8755
rcp85cooler_ssp5,runoff,Upper Mississippi,2050,16.1885
rcp85cooler_ssp5,runoff,Upper Mississippi,2055,14.3648
rcp85cooler_ssp5,runoff,Upper Mississippi,2060,13.9918
rcp85cooler_ssp5,runoff,Upper Mississippi,2065,14.245
rcp85cooler_ssp5,runoff,Upper Mississippi,2070,14.942
rcp85cooler_ssp5,runoff,Upper Mississippi,2075,14.7287
rcp85cooler_ssp5,runoff,Upper Mississippi,2080,15.7079
rcp85cooler_ssp5,runoff,Upper Mississippi,2085,16.5857
rcp85cooler_ssp5,runoff,Upper Mississippi,2090,16.421
rcp85cooler_ssp5,runoff,Upper Mississippi,2095,17.3163
rcp85cooler_ssp5,runoff,Upper Mississippi,2100,17.5239
rcp85hotter_ssp3,groundwater,Arkansas White Red,1975,0
rcp85hotter_ssp3,groundwater,Arkansas White Red,1990,2.05069
rcp85hotter_ssp3,groundwater,Arkansas White Red,2005,7.12072
rcp85hotter_ssp3,groundwater,Arkansas White Red,2010,7.99165
rcp85hotter_ssp3,groundwater,Arkansas White Red,2015,6.9770200000000004
rcp85hotter_ssp3,groundwater,Arkansas White Red,2020,3.60784
rcp85hotter_ssp3,groundwater,Arkansas White Red,2025,2.93711
rcp85hotter_ssp3,groundwater,Arkansas White Red,2030,9.51583
rcp85hotter_ssp3,groundwater,Arkansas White Red,2035,6.66887
rcp85hotter_ssp3,groundwater,Arkansas White Red,2040,15.0393
rcp85hotter_ssp3,groundwater,Arkansas White Red,2045,18.5397
rcp85hotter_ssp3,groundwater,Arkansas White Red,2050,11.3004
rcp85hotter_ssp3,groundwater,Arkansas White Red,2055,14.1486
rcp85hotter_ssp3,groundwater,Arkansas White Red,2060,3.98314
rcp85hotter_ssp3,groundwater,Arkansas White Red,2065,5.04966
rcp85hotter_ssp3,groundwater,Arkansas White Red,2070,8.30013
rcp85hotter_ssp3,groundwater,Arkansas White Red,2075,3.39337
rcp85hotter_ssp3,groundwater,Arkansas White Red,2080,9.73203
rcp85hotter_ssp3,groundwater,Arkansas White Red,2085,14.3536
rcp85hotter_ssp3,groundwater,Arkansas White Red,2090,10.7972
rcp85hotter_ssp3,groundwater,Arkansas White Red,2095,10.001
rcp85hotter_ssp3,groundwater,Arkansas White Red,2100,0
rcp85hotter_ssp3,runoff,Arkansas White Red,1975,17.7246
rcp85hotter_ssp3,runoff,Arkansas White Red,1990,17.7299
rcp85hotter_ssp3,runoff,Arkansas White Red,2005,17.7485
rcp85hotter_ssp3,runoff,Arkansas White Red,2010,17.7555
rcp85hotter_ssp3,runoff,Arkansas White Red,2015,17.7882
rcp85hotter_ssp3,runoff,Arkansas White Red,2020,22.2272
rcp85hotter_ssp3,runoff,Arkansas White Red,2025,23.6194
rcp85hotter_ssp3,runoff,Arkansas White Red,2030,21.1159
rcp85hotter_ssp3,runoff,Arkansas White Red,2035,21.5914
rcp85hotter_ssp3,runoff,Arkansas White Red,2040,15.0468
rcp85hotter_ssp3,runoff,Arkansas White Red,2045,13.5846
rcp85hotter_ssp3,runoff,Arkansas White Red,2050,16.8281
rcp85hotter_ssp3,runoff,Arkansas White Red,2055,14.3631
rcp85hotter_ssp3,runoff,Arkansas White Red,2060,22.4715
rcp85hotter_ssp3,runoff,Arkansas White Red,2065,21.7708
rcp85hotter_ssp3,runoff,Arkansas White Red,2070,21.743
rcp85hotter_ssp3,runoff,Arkansas White Red,2075,23.6784
rcp85hotter_ssp3,runoff,Arkansas White Red,2080,18.3855
rcp85hotter_ssp3,runoff,Arkansas White Red,2085,17.3508
rcp85hotter_ssp3,runoff,Arkansas White Red,2090,19.674
rcp85hotter_ssp3,runoff,Arkansas White Red,2095,21.4007
rcp85hotter_ssp3,runoff,Arkansas White Red,2100,30.7364
rcp85hotter_ssp3,groundwater,California River,1975,0
rcp85hotter_ssp3,groundwater,California River,1990,5.07885
rcp85hotter_ssp3,groundwater,California River,2005,11.3001
rcp85hotter_ssp3,groundwater,California River,2010,9.12953
rcp85hotter_ssp3,groundwater,California River,2015,7.36854
rcp85hotter_ssp3,groundwater,California River,2020,5.51345
rcp85hotter_ssp3,groundwater,California River,2025,0.947714
rcp85hotter_ssp3,groundwater,California River,2030,18.5667
rcp85hotter_ssp3,groundwater,California River,2035,9.77073
rcp85hotter_ssp3,groundwater,California River,2040,9.02833
rcp85hotter_ssp3,groundwater,California River,2045,18.6355
rcp85hotter_ssp3,groundwater,California River,2050,21.5665
rcp85hotter_ssp3,groundwater,California River,2055,29.904
rcp85hotter_ssp3,groundwater,California River,2060,15.3667
rcp85hotter_ssp3,groundwater,California River,2065,5.03834
rcp85hotter_ssp3,groundwater,California River,2070,22.5853
rcp85hotter_ssp3,groundwater,California River,2075,9.07652
rcp85hotter_ssp3,groundwater,California River,2080,4.61327
rcp85hotter_ssp3,groundwater,California River,2085,15.394
rcp85hotter_ssp3,groundwater,California River,2090,13.9322
rcp85hotter_ssp3,groundwater,California River,2095,15.3253
rcp85hotter_ssp3,groundwater,California River,2100,0
rcp85hotter_ssp3,runoff,California River,1975,24.9348
rcp85hotter_ssp3,runoff,California River,1990,24.9532
rcp85hotter_ssp3,runoff,California River,2005,24.9942
rcp85hotter_ssp3,runoff,California River,2010,25.0193
rcp85hotter_ssp3,runoff,California River,2015,25.8206
rcp85hotter_ssp3,runoff,California River,2020,30.7562
rcp85hotter_ssp3,runoff,California River,2025,35.0276
rcp85hotter_ssp3,runoff,California River,2030,21.5579
rcp85hotter_ssp3,runoff,California River,2035,30.6612
rcp85hotter_ssp3,runoff,California River,2040,37.1909
rcp85hotter_ssp3,runoff,California River,2045,28.1245
rcp85hotter_ssp3,runoff,California River,2050,25.635
rcp85hotter_ssp3,runoff,California River,2055,18.8499
rcp85hotter_ssp3,runoff,California River,2060,33.2818
rcp85hotter_ssp3,runoff,California River,2065,40.624
rcp85hotter_ssp3,runoff,California River,2070,25.1097
rcp85hotter_ssp3,runoff,California River,2075,36.2086
rcp85hotter_ssp3,runoff,California River,2080,43.4696
rcp85hotter_ssp3,runoff,California River,2085,32.851
rcp85hotter_ssp3,runoff,California River,2090,32.8682
rcp85hotter_ssp3,runoff,California River,2095,25.971800000000002
rcp85hotter_ssp3,runoff,California River,2100,45.2194
rcp85hotter_ssp3,groundwater,Great,1975,0
rcp85hotter_ssp3,groundwater,Great,1990,1.65531
rcp85hotter_ssp3,groundwater,Great,2005,2.01889
rcp85hotter_ssp3,groundwater,Great,2010,2.08138
rcp85hotter_ssp3,groundwater,Great,2015,2.04546
rcp85hotter_ssp3,groundwater,Great,2020,2.20196
rcp85hotter_ssp3,groundwater,Great,2025,2.31047
rcp85hotter_ssp3,groundwater,Great,2030,3.44612
rcp85hotter_ssp3,groundwater,Great,2035,3.75277
