scenario,target,source,year,value
rcp85cooler_ssp5,water_td_an_W,groundwater,2010,0.48275630407781417
rcp85cooler_ssp5,water_td_an_W,groundwater,2015,0.4085119319568411
rcp85cooler_ssp5,water_td_an_W,groundwater,2020,0.26556526774148753
rcp85cooler_ssp5,water_td_an_W,groundwater,2025,0.20096626400511752
rcp85cooler_ssp5,water_td_an_W,groundwater,2030,0.6103718747520711
rcp85cooler_ssp5,water_td_an_W,groundwater,2035,0.48499380971929396
rcp85cooler_ssp5,water_td_an_W,groundwater,2040,0.7983116909958471
rcp85cooler_ssp5,water_td_an_W,groundwater,2045,1.0293849975960367
rcp85cooler_ssp5,water_td_an_W,groundwater,2050,0.9559576612771187
rcp85cooler_ssp5,water_td_an_W,groundwater,2055,1.2395192278213336
rcp85cooler_ssp5,water_td_an_W,groundwater,2060,0.7712969519138217
rcp85cooler_ssp5,water_td_an_W,groundwater,2065,0.5338787994694684
rcp85cooler_ssp5,water_td_an_W,groundwater,2070,1.092462035611567
rcp85cooler_ssp5,water_td_an_W,groundwater,2075,0.8862035365250833
rcp85cooler_ssp5,water_td_an_W,groundwater,2080,1.1698746545425454
rcp85cooler_ssp5,water_td_an_W,groundwater,2085,1.3025237761571595
rcp85cooler_ssp5,water_td_an_W,groundwater,2090,1.058199449065104
rcp85cooler_ssp5,water_td_an_W,groundwater,2095,1.1931667163296897
rcp85cooler_ssp5,water_td_an_W,groundwater,2100,0.6576061694906574
rcp85cooler_ssp5,water_td_dom_W,groundwater,1975,0
rcp85cooler_ssp5,water_td_dom_W,groundwater,1990,4.101125895333431
rcp85cooler_ssp5,water_td_dom_W,groundwater,2005,10.108851998050444
rcp85cooler_ssp5,water_td_dom_W,groundwater,2010,8.404632403858715
rcp85cooler_ssp5,water_td_dom_W,groundwater,2015,6.484367444639017
rcp85cooler_ssp5,water_td_dom_W,groundwater,2020,5.030209028658032
rcp85cooler_ssp5,water_td_dom_W,groundwater,2025,4.406033816340378
rcp85cooler_ssp5,water_td_dom_W,groundwater,2030,11.242452837428015
rcp85cooler_ssp5,water_td_dom_W,groundwater,2035,8.92135208665887
rcp85cooler_ssp5,water_td_dom_W,groundwater,2040,12.422689080528844
rcp85cooler_ssp5,water_td_dom_W,groundwater,2045,15.178682866930837
rcp85cooler_ssp5,water_td_dom_W,groundwater,2050,16.433540569257424
rcp85cooler_ssp5,water_td_dom_W,groundwater,2055,20.542650897185673
rcp85cooler_ssp5,water_td_dom_W,groundwater,2060,13.699190882356183
rcp85cooler_ssp5,water_td_dom_W,groundwater,2065,11.421421278290564
rcp85cooler_ssp5,water_td_dom_W,groundwater,2070,18.407385272883076
rcp85cooler_ssp5,water_td_dom_W,groundwater,2075,13.783466776635978
rcp85cooler_ssp5,water_td_dom_W,groundwater,2080,16.930684598084493
rcp85cooler_ssp5,water_td_dom_W,groundwater,2085,17.333294348559626
rcp85cooler_ssp5,water_td_dom_W,groundwater,2090,16.32571606592005
rcp85cooler_ssp5,water_td_dom_W,groundwater,2095,18.172745389923357
rcp85cooler_ssp5,water_td_dom_W,groundwater,2100,11.641020552155874
rcp85cooler_ssp5,water_td_elec_W,groundwater,1975,0
rcp85cooler_ssp5,water_td_elec_W,groundwater,1990,4.395311030951823
rcp85cooler_ssp5,water_td_elec_W,groundwater,2005,17.566839973797883
rcp85cooler_ssp5,water_td_elec_W,groundwater,2010,14.695032229260839
rcp85cooler_ssp5,water_td_elec_W,groundwater,2015,9.46631787060985
rcp85cooler_ssp5,water_td_elec_W,groundwater,2020,3.718202497185767
rcp85cooler_ssp5,water_td_elec_W,groundwater,2025,3.4828061504318235
rcp85cooler_ssp5,water_td_elec_W,groundwater,2030,7.982026472536444
rcp85cooler_ssp5,water_td_elec_W,groundwater,2035,4.3927351956608804
rcp85cooler_ssp5,water_td_elec_W,groundwater,2040,7.417128808723685
rcp85cooler_ssp5,water_td_elec_W,groundwater,2045,6.736482698077079
rcp85cooler_ssp5,water_td_elec_W,groundwater,2050,4.894937146523438
rcp85cooler_ssp5,water_td_elec_W,groundwater,2055,4.7694431699417015
rcp85cooler_ssp5,water_td_elec_W,groundwater,2060,2.251731041411594
rcp85cooler_ssp5,water_td_elec_W,groundwater,2065,1.6262087204796678
rcp85cooler_ssp5,water_td_elec_W,groundwater,2070,2.1535474939981616
rcp85cooler_ssp5,water_td_elec_W,groundwater,2075,1.816709638799177
rcp85cooler_ssp5,water_td_elec_W,groundwater,2080,2.2166013968815963
rcp85cooler_ssp5,water_td_elec_W,groundwater,2085,2.2190385479869
rcp85cooler_ssp5,water_td_elec_W,groundwater,2090,1.9608321575927874
rcp85cooler_ssp5,water_td_elec_W,groundwater,2095,2.4070852420142614
rcp85cooler_ssp5,water_td_elec_W,groundwater,2100,1.363253656815963
rcp85cooler_ssp5,water_td_ind_W,groundwater,1975,0
rcp85cooler_ssp5,water_td_ind_W,groundwater,1990,1.5345019954211945
rcp85cooler_ssp5,water_td_ind_W,groundwater,2005,3.067055908346996
rcp85cooler_ssp5,water_td_ind_W,groundwater,2010,2.1726681318905956
rcp85cooler_ssp5,water_td_ind_W,groundwater,2015,1.9273880036291184
rcp85cooler_ssp5,water_td_ind_W,groundwater,2020,1.0996751194054841
rcp85cooler_ssp5,water_td_ind_W,groundwater,2025,1.6664236564662311
rcp85cooler_ssp5,water_td_ind_W,groundwater,2030,2.478586607542648
rcp85cooler_ssp5,water_td_ind_W,groundwater,2035,1.9483043207656767
rcp85cooler_ssp5,water_td_ind_W,groundwater,2040,3.2136000765677086
rcp85cooler_ssp5,water_td_ind_W,groundwater,2045,3.2094134427445176
rcp85cooler_ssp5,water_td_ind_W,groundwater,2050,3.9102587319997086
rcp85cooler_ssp5,water_td_ind_W,groundwater,2055,4.933950879187039
rcp85cooler_ssp5,water_td_ind_W,groundwater,2060,3.0087696125357977
rcp85cooler_ssp5,water_td_ind_W,groundwater,2065,3.8277544544136552
rcp85cooler_ssp5,water_td_ind_W,groundwater,2070,4.61510222331501
rcp85cooler_ssp5,water_td_ind_W,groundwater,2075,4.277486143376632
rcp85cooler_ssp5,water_td_ind_W,groundwater,2080,6.026218563543295
rcp85cooler_ssp5,water_td_ind_W,groundwater,2085,5.747575013730939
rcp85cooler_ssp5,water_td_ind_W,groundwater,2090,6.40205211597711
rcp85cooler_ssp5,water_td_ind_W,groundwater,2095,5.876255401500861
rcp85cooler_ssp5,water_td_ind_W,groundwater,2100,1.4188171905391544
rcp85cooler_ssp5,water_td_irr_W,groundwater,1975,0
rcp85cooler_ssp5,water_td_irr_W,groundwater,1990,15.70020142573528
rcp85cooler_ssp5,water_td_irr_W,groundwater,2005,39.31821162118576
rcp85cooler_ssp5,water_td_irr_W,groundwater,2010,36.169620693576675
rcp85cooler_ssp5,water_td_irr_W,groundwater,2015,36.51881646305466
rcp85cooler_ssp5,water_td_irr_W,groundwater,2020,20.851277839511646
rcp85cooler_ssp5,water_td_irr_W,groundwater,2025,20.59471915403564
rcp85cooler_ssp5,water_td_irr_W,groundwater,2030,51.646173096370894
rcp85cooler_ssp5,water_td_irr_W,groundwater,2035,37.148080817822695
rcp85cooler_ssp5,water_td_irr_W,groundwater,2040,61.7445135678041
rcp85cooler_ssp5,water_td_irr_W,groundwater,2045,75.27970562407887
rcp85cooler_ssp5,water_td_irr_W,groundwater,2050,66.56972938147833
rcp85cooler_ssp5,water_td_irr_W,groundwater,2055,89.84221011796704
rcp85cooler_ssp5,water_td_irr_W,groundwater,2060,51.019950732499595
rcp85cooler_ssp5,water_td_irr_W,groundwater,2065,40.32039753131119
rcp85cooler_ssp5,water_td_irr_W,groundwater,2070,79.628330611779
rcp85cooler_ssp5,water_td_irr_W,groundwater,2075,53.602157360746915
rcp85cooler_ssp5,water_td_irr_W,groundwater,2080,73.34410214683741
rcp85cooler_ssp5,water_td_irr_W,groundwater,2085,76.91460490830536
rcp85cooler_ssp5,water_td_irr_W,groundwater,2090,58.57732064235221
rcp85cooler_ssp5,water_td_irr_W,groundwater,2095,60.8442132769686
rcp85cooler_ssp5,water_td_irr_W,groundwater,2100,23.208257250430716
rcp85cooler_ssp5,water_td_pri_W,groundwater,1975,0
rcp85cooler_ssp5,water_td_pri_W,groundwater,1990,0.44570205710205835
rcp85cooler_ssp5,water_td_pri_W,groundwater,2005,1.2471069403044661
rcp85cooler_ssp5,water_td_pri_W,groundwater,2010,1.2378758167552628
rcp85cooler_ssp5,water_td_pri_W,groundwater,2015,0.9390049927202787
rcp85cooler_ssp5,water_td_pri_W,groundwater,2020,0.6999825699934954
rcp85cooler_ssp5,water_td_pri_W,groundwater,2025,0.5844064160434672
rcp85cooler_ssp5,water_td_pri_W,groundwater,2030,1.0525350988631983
rcp85cooler_ssp5,water_td_pri_W,groundwater,2035,0.8890637664913171
rcp85cooler_ssp5,water_td_pri_W,groundwater,2040,1.0870716415336217
rcp85cooler_ssp5,water_td_pri_W,groundwater,2045,1.0852657389155145
rcp85cooler_ssp5,water_td_pri_W,groundwater,2050,1.056676797384373
rcp85cooler_ssp5,water_td_pri_W,groundwater,2055,1.195205820836453
rcp85cooler_ssp5,water_td_pri_W,groundwater,2060,0.7201554666202301
rcp85cooler_ssp5,water_td_pri_W,groundwater,2065,0.5603838737823317
rcp85cooler_ssp5,water_td_pri_W,groundwater,2070,0.7153347915339244
rcp85cooler_ssp5,water_td_pri_W,groundwater,2075,0.5121691117569613
rcp85cooler_ssp5,water_td_pri_W,groundwater,2080,0.4988213484419379
rcp85cooler_ssp5,water_td_pri_W,groundwater,2085,0.41484768603840083
rcp85cooler_ssp5,water_td_pri_W,groundwater,2090,0.3202767101278262
rcp85cooler_ssp5,water_td_pri_W,groundwater,2095,0.3170100503010169
rcp85cooler_ssp5,water_td_pri_W,groundwater,2100,0.18417810075637261
rcp85cooler_ssp5,water_td_an_W,runoff,1975,0.0121470135869
rcp85cooler_ssp5,water_td_an_W,runoff,1990,1.7743242663305523
rcp85cooler_ssp5,water_td_an_W,runoff,2005,1.8301774771260215
rcp85cooler_ssp5,water_td_an_W,runoff,2010,1.9774956413221858
rcp85cooler_ssp5,water_td_an_W,runoff,2015,2.0429352951431587
rcp85cooler_ssp5,water_td_an_W,runoff,2020,2.4389432423585125
rcp85cooler_ssp5,water_td_an_W,runoff,2025,2.6832272415948824
rcp85cooler_ssp5,water_td_an_W,runoff,2030,2.380575035147929
rcp85cooler_ssp5,water_td_an_W,runoff,2035,2.817556829880706
rcp85cooler_ssp5,water_td_an_W,runoff,2040,2.613354181104153
rcp85cooler_ssp5,water_td_an_W,runoff,2045,2.590810948403963
rcp85cooler_ssp5,water_td_an_W,runoff,2050,3.0011126701228816
rcp85cooler_ssp5,water_td_an_W,runoff,2055,2.8110082723786665
rcp85cooler_ssp5,water_td_an_W,runoff,2060,3.562634747886178
rcp85cooler_ssp5,water_td_an_W,runoff,2065,3.9768533527305316
rcp85cooler_ssp5,water_td_an_W,runoff,2070,3.4428180351884325
rcp85cooler_ssp5,water_td_an_W,runoff,2075,3.9128504914749165
rcp85cooler_ssp5,water_td_an_W,runoff,2080,3.6250313366574547
rcp85cooler_ssp5,water_td_an_W,runoff,2085,3.4462861102428404
rcp85cooler_ssp5,water_td_an_W,runoff,2090,3.8346458966348957
rcp85cooler_ssp5,water_td_an_W,runoff,2095,3.6718757010703102
rcp85cooler_ssp5,water_td_an_W,runoff,2100,4.677030614209342
rcp85cooler_ssp5,water_td_dom_W,runoff,1975,43.7468736303
rcp85cooler_ssp5,water_td_dom_W,runoff,1990,48.05945417296657
rcp85cooler_ssp5,water_td_dom_W,runoff,2005,50.39346996134955
rcp85cooler_ssp5,water_td_dom_W,runoff,2010,48.57011807234129
rcp85cooler_ssp5,water_td_dom_W,runoff,2015,46.13917648466098
rcp85cooler_ssp5,water_td_dom_W,runoff,2020,51.03341659844197
rcp85cooler_ssp5,water_td_dom_W,runoff,2025,55.22573026815962
rcp85cooler_ssp5,water_td_dom_W,runoff,2030,52.13341475707198
rcp85cooler_ssp5,water_td_dom_W,runoff,2035,58.30533753694113
rcp85cooler_ssp5,water_td_dom_W,runoff,2040,58.421513653171154
rcp85cooler_ssp5,water_td_dom_W,runoff,2045,59.15226957896916
rcp85cooler_ssp5,water_td_dom_W,runoff,2050,61.25790552974257
rcp85cooler_ssp5,water_td_dom_W,runoff,2055,60.516776598914326
rcp85cooler_ssp5,water_td_dom_W,runoff,2060,70.91898063834381
rcp85cooler_ssp5,water_td_dom_W,runoff,2065,76.93922620500943
rcp85cooler_ssp5,water_td_dom_W,runoff,2070,73.10604849011692
rcp85cooler_ssp5,water_td_dom_W,runoff,2075,79.85004666436402
rcp85cooler_ssp5,water_td_dom_W,runoff,2080,79.5058912041155
rcp85cooler_ssp5,water_td_dom_W,runoff,2085,78.44557673584038
rcp85cooler_ssp5,water_td_dom_W,runoff,2090,81.01512134857995
rcp85cooler_ssp5,water_td_dom_W,runoff,2095,80.12761043407664
rcp85cooler_ssp5,water_td_dom_W,runoff,2100,95.75735042454413
rcp85cooler_ssp5,water_td_elec_W,runoff,1975,61.68727951095
rcp85cooler_ssp5,water_td_elec_W,runoff,1990,114.39728349654818
rcp85cooler_ssp5,water_td_elec_W,runoff,2005,138.64952443360212
rcp85cooler_ssp5,water_td_elec_W,runoff,2010,136.39705087363916
rcp85cooler_ssp5,water_td_elec_W,runoff,2015,120.60148587579015
rcp85cooler_ssp5,water_td_elec_W,runoff,2020,105.65999728203423
rcp85cooler_ssp5,water_td_elec_W,runoff,2025,105.75649940405818
rcp85cooler_ssp5,water_td_elec_W,runoff,2030,90.04570041602355
rcp85cooler_ssp5,water_td_elec_W,runoff,2035,79.85510413680912
rcp85cooler_ssp5,water_td_elec_W,runoff,2040,60.328381242646316
rcp85cooler_ssp5,water_td_elec_W,runoff,2045,45.35368947925292
rcp85cooler_ssp5,water_td_elec_W,runoff,2050,26.37214214820656
rcp85cooler_ssp5,water_td_elec_W,runoff,2055,17.7924125390583
rcp85cooler_ssp5,water_td_elec_W,runoff,2060,18.236922511768405
rcp85cooler_ssp5,water_td_elec_W,runoff,2065,17.15324924392033
rcp85cooler_ssp5,water_td_elec_W,runoff,2070,15.605743593441838
rcp85cooler_ssp5,water_td_elec_W,runoff,2075,16.649527813400823
rcp85cooler_ssp5,water_td_elec_W,runoff,2080,15.261399496748403
rcp85cooler_ssp5,water_td_elec_W,runoff,2085,15.6952459594931
rcp85cooler_ssp5,water_td_elec_W,runoff,2090,15.425121533042212
rcp85cooler_ssp5,water_td_elec_W,runoff,2095,15.364916044605739
rcp85cooler_ssp5,water_td_elec_W,runoff,2100,17.316723411804038
rcp85cooler_ssp5,water_td_ind_W,runoff,1975,29.99234974424
rcp85cooler_ssp5,water_td_ind_W,runoff,1990,21.278931202388804
rcp85cooler_ssp5,water_td_ind_W,runoff,2005,18.022608657023003
rcp85cooler_ssp5,water_td_ind_W,runoff,2010,16.312025635839404
rcp85cooler_ssp5,water_td_ind_W,runoff,2015,15.439159831180882
rcp85cooler_ssp5,water_td_ind_W,runoff,2020,17.381003982524515
rcp85cooler_ssp5,water_td_ind_W,runoff,2025,18.075143576353767
rcp85cooler_ssp5,water_td_ind_W,runoff,2030,18.72266701178735
rcp85cooler_ssp5,water_td_ind_W,runoff,2035,20.753232547874322
rcp85cooler_ssp5,water_td_ind_W,runoff,2040,21.00365270410229
rcp85cooler_ssp5,water_td_ind_W,runoff,2045,22.576030863455482
rcp85cooler_ssp5,water_td_ind_W,runoff,2050,23.50228221686029
rcp85cooler_ssp5,water_td_ind_W,runoff,2055,24.23056391597296
rcp85cooler_ssp5,water_td_ind_W,runoff,2060,28.0034345203442
rcp85cooler_ssp5,water_td_ind_W,runoff,2065,29.136076237366346
rcp85cooler_ssp5,water_td_ind_W,runoff,2070,30.37055900803499
rcp85cooler_ssp5,water_td_ind_W,runoff,2075,32.70061648719337
rcp85cooler_ssp5,water_td_ind_W,runoff,2080,33.094028488036706
rcp85cooler_ssp5,water_td_ind_W,runoff,2085,35.280469721189064
rcp85cooler_ssp5,water_td_ind_W,runoff,2090,36.79744570179289
rcp85cooler_ssp5,water_td_ind_W,runoff,2095,38.48058259522914
rcp85cooler_ssp5,water_td_ind_W,runoff,2100,44.189831406970846
rcp85cooler_ssp5,water_td_irr_W,runoff,1975,88.957879779129
rcp85cooler_ssp5,water_td_irr_W,runoff,1990,91.40712498807473
rcp85cooler_ssp5,water_td_irr_W,runoff,2005,93.45028600864424
rcp85cooler_ssp5,water_td_irr_W,runoff,2010,93.66855693641233
rcp85cooler_ssp5,water_td_irr_W,runoff,2015,102.30067606166334
rcp85cooler_ssp5,water_td_irr_W,runoff,2020,120.78136632487835
rcp85cooler_ssp5,water_td_irr_W,runoff,2025,128.84206625751435
rcp85cooler_ssp5,water_td_irr_W,runoff,2030,116.4932429960591
rcp85cooler_ssp5,water_td_irr_W,runoff,2035,125.33572806366729
rcp85cooler_ssp5,water_td_irr_W,runoff,2040,122.66343491555591
rcp85cooler_ssp5,water_td_irr_W,runoff,2045,115.14543214078114
rcp85cooler_ssp5,water_td_irr_W,runoff,2050,115.16507513283167
rcp85cooler_ssp5,water_td_irr_W,runoff,2055,109.59296869667294
rcp85cooler_ssp5,water_td_irr_W,runoff,2060,142.2976324575304
rcp85cooler_ssp5,water_td_irr_W,runoff,2065,156.5763652502988
rcp85cooler_ssp5,water_td_irr_W,runoff,2070,141.92424796107102
rcp85cooler_ssp5,water_td_irr_W,runoff,2075,147.4843257196631
rcp85cooler_ssp5,water_td_irr_W,runoff,2080,149.27326081546258
rcp85cooler_ssp5,water_td_irr_W,runoff,2085,145.20839323027465
rcp85cooler_ssp5,water_td_irr_W,runoff,2090,148.0195968030078
rcp85cooler_ssp5,water_td_irr_W,runoff,2095,147.56418899467138
rcp85cooler_ssp5,water_td_irr_W,runoff,2100,177.39719148831927
rcp85cooler_ssp5,water_td_pri_W,runoff,1975,3.8575487079029998
rcp85cooler_ssp5,water_td_pri_W,runoff,1990,4.178427161600942
rcp85cooler_ssp5,water_td_pri_W,runoff,2005,4.119856394265534
rcp85cooler_ssp5,water_td_pri_W,runoff,2010,3.5468017884647374
rcp85cooler_ssp5,water_td_pri_W,runoff,2015,3.7153484431997215
rcp85cooler_ssp5,water_td_pri_W,runoff,2020,3.6911039581865044
rcp85cooler_ssp5,water_td_pri_W,runoff,2025,3.8784853477465324
rcp85cooler_ssp5,water_td_pri_W,runoff,2030,3.391052762146802
rcp85cooler_ssp5,water_td_pri_W,runoff,2035,3.327502064358683
rcp85cooler_ssp5,water_td_pri_W,runoff,2040,2.796609340807378
rcp85cooler_ssp5,water_td_pri_W,runoff,2045,2.4212288019074855
rcp85cooler_ssp5,water_td_pri_W,runoff,2050,2.1471633721226273
rcp85cooler_ssp5,water_td_pri_W,runoff,2055,1.8468640565805468
rcp85cooler_ssp5,water_td_pri_W,runoff,2060,2.21067521601977
rcp85cooler_ssp5,water_td_pri_W,runoff,2065,2.1970825855876686
rcp85cooler_ssp5,water_td_pri_W,runoff,2070,1.7550083567550756
rcp85cooler_ssp5,water_td_pri_W,runoff,2075,1.5706991050300385
rcp85cooler_ssp5,water_td_pri_W,runoff,2080,1.2236240805950622
rcp85cooler_ssp5,water_td_pri_W,runoff,2085,0.9692359258405991
rcp85cooler_ssp5,water_td_pri_W,runoff,2090,0.8276253304961738
rcp85cooler_ssp5,water_td_pri_W,runoff,2095,0.6693418350579832
rcp85cooler_ssp5,water_td_pri_W,runoff,2100,0.7406529349256274
rcp85cooler_ssp5,water_td_an_W,NA,1975,NA
rcp85cooler_ssp5,water_td_an_W,NA,1990,NA
rcp85cooler_ssp5,water_td_an_W,NA,2005,NA
rcp85cooler_ssp5,water_td_an_W,NA,2010,NA
rcp85cooler_ssp5,water_td_an_W,NA,2015,NA
rcp85cooler_ssp5,water_td_an_W,NA,2020,NA
rcp85cooler_ssp5,water_td_an_W,NA,2025,NA
rcp85cooler_ssp5,water_td_an_W,NA,2030,NA
rcp85cooler_ssp5,water_td_an_W,NA,2035,NA
rcp85cooler_ssp5,water_td_an_W,NA,2040,NA
rcp85cooler_ssp5,water_td_an_W,NA,2045,NA
rcp85cooler_ssp5,water_td_an_W,NA,2050,NA
rcp85cooler_ssp5,water_td_an_W,NA,2055,NA
rcp85cooler_ssp5,water_td_an_W,NA,2060,NA
rcp85cooler_ssp5,water_td_an_W,NA,2065,NA
rcp85cooler_ssp5,water_td_an_W,NA,2070,NA
rcp85cooler_ssp5,water_td_an_W,NA,2075,NA
rcp85cooler_ssp5,water_td_an_W,NA,2080,NA
rcp85cooler_ssp5,water_td_an_W,NA,2085,NA
rcp85cooler_ssp5,water_td_an_W,NA,2090,NA
rcp85cooler_ssp5,water_td_an_W,NA,2095,NA
rcp85cooler_ssp5,water_td_an_W,NA,2100,NA
rcp85cooler_ssp5,water_td_dom_W,NA,1975,NA
rcp85cooler_ssp5,water_td_dom_W,NA,1990,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2005,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2010,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2015,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2020,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2025,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2030,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2035,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2040,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2045,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2050,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2055,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2060,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2065,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2070,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2075,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2080,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2085,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2090,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2095,NA
rcp85cooler_ssp5,water_td_dom_W,NA,2100,NA
rcp85cooler_ssp5,water_td_elec_W,NA,1975,NA
rcp85cooler_ssp5,water_td_elec_W,NA,1990,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2005,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2010,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2015,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2020,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2025,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2030,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2035,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2040,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2045,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2050,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2055,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2060,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2065,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2070,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2075,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2080,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2085,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2090,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2095,NA
rcp85cooler_ssp5,water_td_elec_W,NA,2100,NA
rcp85cooler_ssp5,water_td_ind_W,NA,1975,NA
rcp85cooler_ssp5,water_td_ind_W,NA,1990,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2005,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2010,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2015,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2020,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2025,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2030,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2035,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2040,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2045,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2050,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2055,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2060,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2065,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2070,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2075,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2080,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2085,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2090,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2095,NA
rcp85cooler_ssp5,water_td_ind_W,NA,2100,NA
rcp85cooler_ssp5,water_td_irr_W,NA,1975,NA
rcp85cooler_ssp5,water_td_irr_W,NA,1990,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2005,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2010,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2015,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2020,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2025,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2030,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2035,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2040,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2045,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2050,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2055,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2060,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2065,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2070,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2075,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2080,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2085,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2090,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2095,NA
rcp85cooler_ssp5,water_td_irr_W,NA,2100,NA
rcp85cooler_ssp5,water_td_pri_W,NA,1975,NA
rcp85cooler_ssp5,water_td_pri_W,NA,1990,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2005,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2010,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2015,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2020,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2025,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2030,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2035,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2040,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2045,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2050,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2055,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2060,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2065,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2070,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2075,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2080,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2085,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2090,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2095,NA
rcp85cooler_ssp5,water_td_pri_W,NA,2100,NA
rcp85hotter_ssp3,water_td_an_W,groundwater,1975,0
rcp85hotter_ssp3,water_td_an_W,groundwater,1990,0.18030195319944786
rcp85hotter_ssp3,water_td_an_W,groundwater,2005,0.4748804557739784
